Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Версия ОС на начало продаж,Частота обновления,Технологии улучшения изображения,Масштабирование,Цветовая система,Мощность,Технологии улучшения звука,Вес,Формат,Модель процессора,NFC,Тип матрицы,Тип светодиодной подсветки,Угол обзора по вертикали,Угол обзора по горизонтали,Список программ,Гид по программам,eARC,Количество ядер процессора,Кол-во встроенных динамиков,Акустическая схема,Яркость,Контрастность,Время отклика,Поддерживаемые форматы,Объемное звучание,Антибликовое покрытие,Интерьерный режим,Батарейки для пульта ДУ,Родительский контроль,Мощность сабвуфера,Таймер включения,Русифицированное меню,Объем встроенной памяти,Количество тюнеров,Динамическая контрастность,Объем оперативной памяти,Производитель процессора,Эквалайзер,Любимые каналы,Гребенчатый фильтр,Автоматическая регулировка громкости,VGA (D-Sub),Чтение карт памяти,Частота процессора,Встроенный DVD-плеер,SCART,Слот для карт памяти,Ввод названий каналов,Прогрессивная развертка,Дополнительная информация,Предустановки изображения,Выход для сабвуфера,Встроенный сабвуфер,Коаксиальный аудиовход,Изогнутый экран,Кронштейн,Поддержка 3D,Автоматическая настройка,Количество каналов,Ручная настройка,Композитный выход,Встроенное радио
"Ultra HD (4K) LED телевизор 50"" BQ 50SU03B Black",23 190 р.,5,1,Россия,1 год,Android TV,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,,,,,,,,,,,Есть,,,,,,Есть,Есть,,,3 ,,,Есть,,,Есть,Есть ,2,,Есть,Есть ,,,,,Есть ,,,,65 см,112.7 см,9.3 см,,,Черный ,0.9,60 Гц ,,,,2 x 8 Вт,,7 кг,16:9,,,,Direct LED,170 °,170 ° ,,,,,2 ,,,4000:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 42"" Blackton Bt 42S04B Black",14 990 р.,0,0,Беларусь,1 год,Салют ТВ,,"42"" (106.7 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,,,,,,,,,,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,,,3 ,,,Есть,,,Есть,Есть ,2,,Есть,Есть ,,,,,Есть ,58.8 см,95.6 см,18 см,54.2 см,95.6 см,7.8 см,,,Черный ,,,,,,2 x 8 Вт,,6.14 кг,16:9,,,,,,,,,,,2 ,,220 кд/м² ,3000:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" SKYWORTH 43STE6600",18 190 р.,0,0,Беларусь,1 год,,,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,,,,Есть ,Есть,,,200x200 ,,,,,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Digital; Dolby Digital Plus,,,,,,2 ,,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,1,,Есть ,60.6 см,95.45 см,19.92 см,,,,,,Черный ,,60 Гц ,,,,2 x 8 Вт,,5.5 кг,16:9,,,,Direct LED,,,,,,,2 ,,,,,,,,,,,,,,8 ГБ,,,1.5 ГБ,,,,,,,,,,,,,,Google Assistant,,,,,,,,,,,,
"LED телевизор 32"" Blackton Bt 3210B Black",8 400 р.,5,1,Россия,1 год,Android TV,55 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,Голосом ,,,,,,,,200x100 ,,Есть,,,DVB-C ,,,,,,,2 ,,,Есть,,,,Есть ,1,,,,,,,,Есть ,46.5 см,71.6 см,19 см,42.2 см,72 см,6.6 см,,,Черный ,,60 Гц ,,,,2 х 7 Вт,,3.52 кг,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,200 кд/м² ,3000:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Hisense 55A85H Smart",150 190 р.,0,0,Китай,1 год,VIDAA,350 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",NICAM Стерео,,Есть,,,,4 ,"2.0, 2.1",,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,U6.0,120 Гц ,UHD 4K,Есть,"PAL, SECAM",6х10 Вт,,,16:9,Quad Core/MT9900,,,,178 °,178 ° ,,,,4,,,,150000:1,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Accesstyle UHD 55 U55EY1000B",30 990 р.,0,0,Китай,1 год,Android TV,,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,,,,,200x100 ,Есть,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,,,,,,,Есть ,2,,Есть,Есть ,,,,,Есть ,81.2 см,124.5 см,,,,,,,,,60 Гц ,UHD 4K,Есть,,2 х 10 Вт,,,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,4,2 ,2.0,270 кд/м² ,1200:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" BQ 55FSU34B Black",30 990 р.,0,0,Россия,1 год,Android TV,160 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,,Есть ,,,,300x200 ,Есть,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,,,3 ,,,Есть,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 x 8 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,5000:1,8.5 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" National NX-50TUS120",22 790 р.,0,0,Россия,1 год,Салют ТВ,60 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,,200x200 ,Есть,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,1,,,,,,,,,,,,,60 Гц ,UHD 4K,Есть,,2 x 8 Вт,,,16:9,A53*4 64bit,,,,176 °,176 ° ,,,,,2 ,,350 кд/м² ,,9.5 мс,,,,,,,,,,8 ГБ,,160000:1,1.5 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ80006LB.ARUB Smart",38 990 р.,0,0,Польша,1 год,WebOS,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,Голосом ,,,Есть,Есть ,,,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,,,,Есть,,Есть,Есть ,1,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,6.0,60 Гц ,UHD 4K,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Direct LED,,,,,Есть,,2 ,2.0,,,,,,,,,Есть,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" SKYWORTH 43SUE9350",20 590 р.,0,0,Беларусь,1 год,,,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,,,,,Есть,,,200x200 ,,,,,"DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Digital; Dolby Digital Plus,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,56.43 см,95.69 см,8.8 см,,,Черный ,,60 Гц ,UHD 4K,Есть,,2 х 10 Вт,,6 кг,16:9,,,,Direct LED,,,,,,,2 ,,,,,,,,,,,,,,16 ГБ,,,2 ГБ,,,,,,,,,,,,,,Google Assistant,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Haier 65 Smart TV S1",48 990 р.,0,0,Китай,1 год,Android TV,170 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,Есть,,,Есть,4 ,2.1,,,,,,,,,,,,,,,,,,,,,,,,,11,60 Гц ,4K UHD,Есть,"PAL, SECAM",2 х 10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,,6.5 мс,,Есть,,,,Есть,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Philips 55OLED857/12",144 999 р.,5,1,Польша,1 год,Android TV,,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ","Dolby Atmos/Dolby Digital MS12, версия 2.5",70 Вт,,,,,4 ,"2.0, 2.1",,,Есть,,Есть,Есть ,3,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,120 Гц ,,Есть,"PAL, SECAM",4х10 Вт,,,,,,,,,,,Есть,,,,2.1,,,,"MP3, MPEG4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung QE55Q80BAUXCE",144 990 р.,0,0,Россия,1 год,Tizen,255 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,,,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,60 Вт,Есть,,,,4 ,,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,6.5,120 Гц ,"HDR10+, HLG 3800",Есть,,,Dolby Digital Plus,,16:9,,,,Direct LED,,,,Есть,Есть,,2 ,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Maunfeld MLT55USD02G",45 490 р.,5,2,Беларусь,1 год,Android TV,112 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,Есть,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,Есть,Есть,3 ,2.0,,,,Есть,,,,,,,,,,,,,,,,,,,,,Android 11,60 Гц ,,,"PAL, SECAM",2х10 Вт,,,16:9,,,VA,Direct LED,170 °,170 ° ,,,,,2 ,2.0,280 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Maunfeld MLT43USD02G",25 990 р.,5,2,Беларусь,1 год,Android TV,70 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,,Есть,Есть,,,3 ,,,,Есть,Есть,Есть,Есть ,2,,,,,,,,,,,,,,,,,,Android 11,60 Гц ,,Есть,,2х10 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,200 кд/м² ,5000:1,9.5 мс,,Есть,,,,,,,,,,,,,,,,,,"SD, SDHC, SDXC",,,,,,,,,,,Есть,,,,,,,,
"LED телевизор 24"" BBK 24LEM-1087/T2C",8 610 р.,0,0,Россия,1 год,,24 Вт,"23.6"" (59.9 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,,,Есть,,Есть,Есть,Есть,75x75 ,,Есть,,Есть,"DVB-C, DVB-T, DVB-T2 ",,,,,,,1 ,1.4a,,,Есть,,Есть,Есть ,1,,,,,,,,Есть ,37.7 см,55.3 см,20.8 см,33.5 см,,,,,,,60 Гц ,,,,2х5 Вт,,,16:9,,,,Direct LED,176 °,176 ° ,,,,,2 ,,210 кд/м² ,1000:1,8.5 мс,"MP3, AVI, DivX, MKV, MPEG4",,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" BBK 32LEX-4221/TSP2C",12 990 р.,0,0,Россия,1 год,"Яндекс.ТВ, Android TV",40 Вт,"31.5"" (80 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,,,Есть,,,,Есть,100x100 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,Есть,,2 ,1.4,,Есть,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,47.6 см,72.3 см,18.9 см,,,,,,,,60 Гц ,,,,10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,,,250 кд/м² ,1400:1,7 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" BBK 32LEX-7287/TS2C",12 990 р.,0,0,Россия,1 год,"Яндекс.ТВ, Android TV",40 Вт,"31.5"" (80 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,,,Есть,,,Есть,Есть,100x100 ,,,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,Есть,,2 ,1.4a,,Есть,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,Android 9.0,60 Гц ,,,SECAM,2х10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,220 кд/м² ,1400:1,7 мс,"MP3, AVI, MKV",,,,,,,,,8 ГБ,,,1 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" BBK 50LEX-8287/UTS2C",31 190 р.,0,0,Россия,1 год,"Яндекс.ТВ, Android TV",93 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,,Есть,Есть,200x200 ,,,,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.1,,Есть,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,60 Гц ,,,SECAM,2х10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,4000:1,8 мс,"MP3, AVI, MKV",,,,,,,,,8 ГБ,,,1.5 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Maibenben 55M2UB",35 890 р.,0,0,Китай,1 год,Android TV,150 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,,,,,,Есть,Есть,100x200 ,Есть,Есть,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,81.2 см,124.5 см,25.4 см,76.6 см,,,,,,Android 11,60 Гц ,,,,2х8 Вт,,,16:9,,,,Direct LED,178 °,,,,,,2 ,2.0,,1000:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 65"" Maunfeld MQT65USD03",59 990 р.,5,2,Беларусь,1 год,Android TV,150 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2 ,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,60 Гц ,,,,2х8 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,400 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,1000-5000,,,
"Ultra HD (4K) QLED телевизор 50"" Maunfeld MQT50USD03",49 990 р.,5,2,Беларусь,1 год,Android TV,91 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2 ,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,60 Гц ,,,,2х8 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,350 кд/м² ,5000:1,9.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,1000-5000,,,
"Ultra HD (4K) LED телевизор 55"" Maibenben 55M2UB",35 890 р.,0,0,Китай,1 год,Android TV,150 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,,,,,,Есть,Есть,100x200 ,Есть,Есть,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,81.2 см,124.5 см,25.4 см,76.6 см,,,,,,Android 11,60 Гц ,,,,2х8 Вт,,,16:9,,,,Direct LED,178 °,,,,,,2 ,2.0,,1000:1,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 65"" Maunfeld MQT65USD03",59 990 р.,5,2,Беларусь,1 год,Android TV,150 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2 ,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,60 Гц ,,,,2х8 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,400 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,1000-5000,,,
"Ultra HD (4K) QLED телевизор 50"" Maunfeld MQT50USD03",49 990 р.,5,2,Беларусь,1 год,Android TV,91 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2 ,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,60 Гц ,,,,2х8 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,350 кд/м² ,5000:1,9.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,1000-5000,,,
"Ultra HD (4K) QLED телевизор 55"" Maunfeld MQT55USD03",42 390 р.,5,2,Беларусь,1 год,Android TV,112 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,Есть,Есть,,Есть,2 ,2.0,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,60 Гц ,,,,2х8 Вт,,,16:9,,,IPS,Direct LED,170 °,170 ° ,,,,,2 ,,350 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,1000-5000,,,
"LED телевизор 24"" Telefunken TF-LED24S89T2 Black",8 100 р.,0,0,Беларусь,1 год,,,"23.6"" (59.9 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,Есть,Есть,Есть,100x100 ,,,,,"DVB-C, DVB-T, DVB-T2 ",,,Есть,,Есть,,1 ,,,Есть,,,Есть,Есть ,1,,,,,,,,Есть ,37 см,56 см,17 см,33.5 см,56 см,8 см,,,,,50 Гц ,,,"PAL, SECAM",2х5 Вт,,2.4 кг,16:9,,,,,178 °,178 ° ,,,,,2 ,,180 кд/м² ,3000:1,9.5 мс,,,,,,,,,,,,,,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,
"LED телевизор 32"" Econ EX-32HS020B",10 890 р.,0,0,Россия,1 год,Android TV,60 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,,Есть ,,Есть,,,,,,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-T2 ",,,,Есть,,,2 ,1.4,,Есть,,,Есть,Есть ,1,Есть ,,Есть ,,,,,Есть ,48 см,73.3 см,,,,,,,,Android 11,60 Гц ,,,,2х8 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,200 кд/м² ,,8 мс,,,,,,,,,,8 ГБ,,,1 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG NanoCell 55NANO826QB.ARUB",70 190 р.,0,0,Польша,1 год,WebOS,127 Вт,"55"" (139.7 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,Есть,300x300 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,4 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,78.1 см,123.3 см,27.1 см,71.6 см,,,,,,,60 Гц ,,,,2х10 Вт,,,16:9,,,IPS,Edge LED,,,,Есть,,4,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG NanoCell Smart 65NANO786QA.ARUB, серебристый",93 390 р.,0,0,Польша,1 год,WebOS,158 Вт,"65"" (165.1 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio,,Есть,,Есть,,3 ,2.0,,,,,Есть,,,,,,,,,,,,,,,,,,,,,60 Гц ,,Есть,"PAL, SECAM",2х10 Вт,,,16:9,,,VA,Direct LED,178 °,178 ° ,,Есть,,4,2 ,2.0,,,,,,Есть,,,Есть,,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43BU8500",47 590 р.,0,0,Россия,1 год,Tizen,135 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,,Есть ,,,,200x200 ,,Есть,,,"DVB-C, DVB-S2, DVB-T2 ",,20 Вт,,,,,3 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,62.4 см,96.6 см,18.8 см,56 см,96.6 см,2.6 см,,8.1 кг,Черный ,,50 Гц ,,,"NTSC, PAL, SECAM",,,8.7 кг,16:9,,,,Edge LED,,,,Есть,,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG 43UQ75006",35 690 р.,0,0,Россия,1 год,WebOS,110 Вт,"43"" (109.2 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,,,,Есть,200x200 ,Есть,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,2 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,60 Гц ,,Есть,"PAL, SECAM",,,,16:9,,,IPS,Direct LED,178 °,178 ° ,,Есть,,,,,,,,"MP3, DivX, MKV, WMA, MPEG4",Есть,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" LG OLED55A26LA",113 990 р.,0,0,Россия,1 год,WebOS,72 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,,Голосом ,,,,Есть ,Есть,,,200x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3 ,,,,,,,Есть ,2,,Есть,Есть ,,,,,,,,,,,,,,,,60 Гц ,,Есть,"PAL, SECAM",10 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,Есть,,,2 ,2.0,,,,"MP3, DivX, MKV, JPEG, WMA, MPEG4",Есть,,,,Есть,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,
"Ultra HD (4K) OLED телевизор 55"" LG OLED55C24LA",157 490 р.,0,0,Польша,1 год,WebOS,152 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,,Голосом ,Есть,,,Есть ,Есть,,Есть,,Есть,,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4 ,2.1,,,Есть,,,Есть ,3,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,120 Гц ,,,"PAL, SECAM",10 Вт,,,16:9,,,,,178 °,178 ° ,,Есть,,4,2 ,,,,,"MP3, DivX, MKV, JPEG, WMA, MPEG4",,,,,Есть,,Есть,,,,,,,,Есть,,,,,,,,,,,,,,Есть ,,,,Есть,,,,,
