link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Поддержка,Поддержка технологий NVIDIA,Поддержка трассировки лучей,Поддержка DLSS,Разъемов,Версия разъема,Количество разъемов,Количество поддерживаемых мониторов,Разъемы дополнительного,Максимальное,Рекомендуемая мощность блока,Система,Использование тепловых,Lite Hash Rate,Тип,Длина,Конструкция системы,Высота видеокарты,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Гарантия,OverClock,Разъемы,Толщина видеокарты,Особенности,Количество разъемов D-SUB,Низкопрофильная видеокарта (Low,Разъем DVI,Разъемов USB (Type-C),Низкопрофильная планка,Технология объединения,Количество разъемов Mini
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-tuf-rx6500xt-o4g-gaming-amd-rx6500xt-4096mb-1681331/,4.5,6,"Видеокарта ASUS AMD Radeon RX 6500XT TUF-RX6500XT-O4G-GAMING 4ГБ GDDR6, OC, Ret",20 640₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4a,1,2,6 pin,,500 Вт,активное,есть,,retail,250 мм,трехслотовая,147 мм,0.41x0.09x0.23 м,2.5 кг,36 мес.,да,,54 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-rtx4060ti-dual-oc-nv-geforce-rtx-4060ti-819-1925043/,Код товара: 1925043,,"Видеокарта Palit NVIDIA GeForce RTX 4060TI RTX4060TI DUAL OC 8ГБ GDDR6, OC, Ret [ne6406tt19p1-1060d]",47 130₽,PALIT,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,160 Вт,650 Вт,активное,есть,,retail,249.9 мм,двухслотовая,,0.345x0.22x0.07 м,1.1 кг,36 мес.,да,,40.1 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-nvidia-geforce-gt-1030-pa-gt1030-2gd4-2gb-ddr4-low-pr-1054296/,3.8,6,"Видеокарта Palit NVIDIA GeForce GT 1030 PA-GT1030 2GD4 2ГБ DDR4, Low Profile, Ret [nec103000646-1082f]",7 330₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,20 Вт,300 Вт,активное,,,retail,135 мм,однослотовая,69 мм,0.23x0.05x0.14 м,0.256 кг,36 мес.,,1,20 мм,Диск с драйверами в комплектацию не входит,,да,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gt-1030-gt1030-2g-brk-2gb-gddr5-low-pro-480777/,4.6,14,"Видеокарта ASUS NVIDIA GeForce GT 1030 GT1030-2G-BRK 2ГБ GDDR5, Low Profile, Ret",10 370₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,30 Вт,300 Вт,активное,,,retail,169 мм,однослотовая,69 мм,0.23x0.16x0.05 м,0.53 кг,36 мес.,,,21 мм,,,да,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-r64eagle-4gd-amd-rx6400-4096mb-64-gddr6-2-1743177/,4.3,4,"Видеокарта GIGABYTE AMD Radeon RX 6400 GV-R64EAGLE-4GD 4ГБ Eagle, GDDR6, Ret",18 850₽,,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4,1,2,без дополнительного питания,,350 Вт,активное,есть,,retail,192 мм,двухслотовая,117 мм,0.3x0.41x0.05 м,0.985 кг,36 мес.,,,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4090gaming-24gd-nv-rtx4090-24576mb-3-1893334/,5,2,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4090 GV-N4090GAMING-24GD 24ГБ GDDR6X, Ret",187 490,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4,3,4,16 pin,,1000 Вт,активное,есть,,retail,340 мм,четырехслотовая,,0.46x0.28x0.12 м,3.356 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1050ti-geforce-gtx-1050-ti-4gt-lp-4g-410627/,4.4,19,"Видеокарта MSI NVIDIA GeForce GTX 1050TI GeForce GTX 1050 Ti 4GT LP 4ГБ GDDR5, Low Profile, Ret",18 120₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,,,retail,182 мм,двухслотовая,69 мм,0.24x0.167x0.052 м,0.555 кг,36 мес.,,1,35 мм,,,да,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gt-1030-gv-n1030sl-2gl-2gb-gddr5-lo-479390/,4.9,14,"Видеокарта GIGABYTE NVIDIA GeForce GT 1030 GV-N1030SL-2GL 2ГБ GDDR5, Low Profile, Ret",9 430₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,,300 Вт,пассивное,,,retail,175 мм,однослотовая,69 мм,0.3x0.215x0.055 м,0.625 кг,36 мес.,,,36 мм,,,да,1,,в комплекте,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rx6650xt-o8g-amd-rx6650xt-8192mb-128-gd-1781223/,4.8,9,"Видеокарта ASUS AMD Radeon RX 6650XT DUAL-RX6650XT-O8G 8ГБ GDDR6, OC, Ret",36 240₽,ASUS,DirectX 12/OpenGL 4.6,,есть,,1,1.4a,3,,8 pin,,650 Вт,активное,есть,,retail,243 мм,трехслотовая,,0.365x0.217x0.066 м,0.76 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx3060ti-8g-mini-v2-nv-rtx3060ti-8192m-1601561/,Код товара: 1601561,,"Видеокарта ASUS NVIDIA GeForce RTX 3060Ti DUAL-RTX3060TI-8G-MINI-V2 8ГБ GDDR6, LHR, Ret",41 490,,DirectX 12/OpenGL 4.6,,,,1,1.4a,3,,8 pin,,750 Вт,активное,есть,да,retail,200 мм,трехслотовая,,0.3x0.22x0.06 м,1.06 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4070-ti-ventus-3x-12g-oc-nv-rtx4070ti-122-1887886/,Код товара: 1887886,,"Видеокарта MSI NVIDIA GeForce RTX 4070TI RTX 4070 Ti VENTUS 3X 12G OC 12ГБ GDDR6X, OC, Ret [602-v513-04s]",92 170,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,285 Вт,700 Вт,активное,есть,,retail,308 мм,трехслотовая,123 мм,0.41x0.095x0.255 м,1.725 кг,36 мес.,да,,52 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-nvidia-geforce-gt-710-gv-n710d3-2gl-2gb-ddr3-low-p-353693/,,,‌,92 170,,DirectX 12/OpenGL 4.5,,,,1,1.4a,,3,без дополнительного питания,,300 Вт,активное,,,retail,144 мм,однослотовая,68 мм,0.225x0.153x0.033 м,0.32 кг,36 мес.,,1,21 мм,,1,да,,,в комплекте,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-3060-ti-aero-itx-8g-oc-lhr-nv-rtx3060ti-8-1783110/,Код товара: 1783110,,"Видеокарта MSI NVIDIA GeForce RTX 3060Ti RTX 3060 Ti AERO ITX 8G OC LHR 8ГБ GDDR6, OC, LHR, Ret",43 570,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,,8 pin,200 Вт,600 Вт,активное,есть,да,retail,172 мм,двухслотовая,,0.31x0.22x0.07 м,1 кг,6 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gtx-1650-dual-gtx1650-o4g-4gb-gddr5-oc-1140542/,5,7,"Видеокарта ASUS NVIDIA GeForce GTX 1650 DUAL-GTX1650-O4G 4ГБ GDDR5, OC, Ret",19 900₽,,,,,,,,,,,,,,,,,204 мм,двухслотовая,115 мм,0.301x0.055x0.217 м,0.74 кг,36 мес.,,,37 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-nvidia-geforce-gtx-1650-gtx-1650-ventus-xs-4g-4gb-gddr5-1164807/,4.7,3,"Видеокарта MSI NVIDIA GeForce GTX 1650 GTX 1650 VENTUS XS 4G 4ГБ GDDR5, Ret",20 530₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,75 Вт,300 Вт,активное,есть,,retail,177 мм,двухслотовая,111 мм,0.31x0.23x0.07 м,0.83 кг,36 мес.,,1,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-rtx4070-dual-oc-nv-geforce-rtx-4070-12288mb-1911991/,5,2,"Видеокарта Palit NVIDIA GeForce RTX 4070 RTX4070 DUAL OC 12ГБ GDDR6X, OC, Ret [ned4070s19k9-1047d]",68 080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-pa-gt1030-2gd4-nv-gt1030-2048mb-64-ddr4-1151-21-1499244/,5,1,"Видеокарта Palit NVIDIA GeForce GT 1030 PA-GT1030 2GD4 2ГБ DDR4, Low Profile, Bulk [nec103000646-1082f bulk]",8 700₽,,DirectX 12/OpenGL 4.5,,,,1,2.0b,,2,без дополнительного питания,20 Вт,300 Вт,активное,,,Bulk,135 мм,однослотовая,69 мм,0.16x0.16x0.03 м,0.228 кг,36 мес.,,1,20 мм,Диск с драйверами в комплектацию не входит,,да,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gtx-1050ti-cerberus-gtx1050ti-a4g-4gb-g-1029250/,4.8,35,"Видеокарта ASUS NVIDIA GeForce GTX 1050TI CERBERUS-GTX1050TI-A4G 4ГБ GDDR5, Ret",19 790₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,,300 Вт,активное,,,retail,203 мм,двухслотовая,115 мм,0.305x0.223x0.055 м,0.86 кг,36 мес.,,1,38 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-ph-gtx1650-o4gd6-p-v2-nv-gtx1650-4096mb-128-gddr-1885907/,Код товара: 1885907,,"Видеокарта ASUS NVIDIA GeForce GTX 1650 PH-GTX1650-O4GD6-P-V2 4ГБ GDDR6, OC, Ret",18 430₽,,DirectX 12/OpenGL 4.6,,,,1,1.4a,1,3,6 pin,,300 Вт,активное,,,retail,174 мм,двухслотовая,126 мм,0.303x0.22x0.055 м,0.955 кг,36 мес.,да,1,39 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rx6700xt-o12g-amd-rx6700xt-12288mb-192-1646224/,4.5,2,"Видеокарта ASUS AMD Radeon RX 6700XT DUAL-RX6700XT-O12G 12ГБ GDDR6, OC, Ret",47 130₽,ASUS,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4a,3,4,6+8 pin,,650 Вт,активное,есть,,retail,295 мм,двухслотовая,139 мм,0.42x0.25x0.09 м,2.206 кг,36 мес.,да,,55 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n407tgaming-12gd-nv-rtx4070ti-12288mb-1901055/,5,3,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4070TI GV-N407TGAMING-12GD 12ГБ GDDR6X, Ret",95 310,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4,3,4,16 pin,,750 Вт,активное,есть,,retail,336 мм,трехслотовая,,0.445x0.096x0.235 м,2.482 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-powercolor-pci-e-4-0-axrx-6500xt-4gbd6-dh-oc-amd-rx6500xt-4-1769881/,4,2,"Видеокарта PowerColor AMD Radeon RX 6500XT AXRX 6500XT 4GBD6-DH/OC 4ГБ GDDR6, OC, Ret",18 850₽,POWERCOLOR,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4,1,,6 pin,,400 Вт,активное,есть,,retail,191 мм,двухслотовая,,0.29x0.19x0.07 м,0.613 кг,12 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rx-6700-xt-mech-2x-12g-amd-rx6700xt-12288mb-1-1534208/,5,3,"Видеокарта MSI AMD Radeon RX 6700XT RX 6700 XT MECH 2X 12G 12ГБ GDDR6, Ret",58 650₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4,3,4,8+8 pin,,650 Вт,активное,есть,,retail,247 мм,двухслотовая,131 мм,0.34x0.26x0.08 м,1.52 кг,36 мес.,,,51 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n306txeagle-oc-8gd-nv-rtx3060ti-8192m-1901051/,,,‌,58 650₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8+8 pin,,750 Вт,активное,есть,,retail,282 мм,двухслотовая,,0.365x0.187x0.08 м,1.287 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-gv-n1656d6-4gd-nv-gtx1650-4096mb-128b-gddr6-1399821/,5,2,"Видеокарта GIGABYTE NVIDIA GeForce GTX 1650 GV-N1656D6-4GD 4ГБ GDDR6, Ret",18 430₽,,DirectX 12/OpenGL 4.6,,,,1,1.4,1,3,6 pin,,300 Вт,активное,,,retail,172 мм,двухслотовая,116 мм,0.3x0.05x0.21 м,0.577 кг,36 мес.,,1,36 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4060-ti-ventus-3x-8g-oc-nv-rtx4060ti-8192-1930553/,Код товара: 1930553,,"Видеокарта MSI NVIDIA GeForce RTX 4060TI RTX 4060 Ti VENTUS 3X 8G OC 8ГБ Ventus 3X, GDDR6, OC, Ret [602-v515-10s]",48 180₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gt-1030-gt1030-sl-2g-brk-2gb-gddr5-low-1027966/,4.6,17,"Видеокарта ASUS NVIDIA GeForce GT 1030 GT1030-SL-2G-BRK 2ГБ GDDR5, Low Profile, Ret",9 530₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-tuf-gtx1650-o4gd6-p-v2-gaming-nv-gtx1650-4096mb-1897360/,Код товара: 1897360,,"Видеокарта ASUS NVIDIA GeForce GTX 1650 TUF-GTX1650-O4GD6-P-V2-GAMING 4ГБ GDDR6, OC, Ret",19 900₽,ASUS,,,,,1,1.4a,1,3,6 pin,,300 Вт,активное,есть,,retail,205 мм,трехслотовая,,0.364x0.217x0.067 м,1.218 кг,36 мес.,да,1,,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n406taero-oc-8gd-nv-rtx4060ti-8192mb-1930104/,Код товара: 1930104,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4060TI GV-N406TAERO OC-8GD 8ГБ Aero, GDDR6, OC, Ret",48 180,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,500 Вт,активное,есть,,retail,281 мм,двухслотовая,,0.31x0.09x0.08 м,1.369 кг,36 мес.,да,,50 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4070wf3-12gd-nv-rtx4070-12288mb-192-1932695/,Код товара: 1932695,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4070 GV-N4070WF3-12GD 12ГБ Windforce, GDDR6X, Ret",67 670₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n406teagle-oc-8gd-nv-rtx4060ti-8192mb-1929913/,Код товара: 1929913,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4060TI GV-N406TEAGLE OC-8GD 8ГБ Eagle, GDDR6, OC, Ret",47 770₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,500 Вт,активное,есть,,retail,272 мм,двухслотовая,,0.37x0.19x0.08 м,1.26 кг,36 мес.,да,,41 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-palit-pci-e-4-0-pa-rtx3070-jetstream-8g-v1-lhr-nv-rtx3070-8-1542016/,4.8,16,"Видеокарта Palit NVIDIA GeForce RTX 3070 PA-RTX3070 JETSTREAM 8G V1 LHR 8ГБ GDDR6, LHR, Ret [ne63070019p2-1040j]",63 900₽,,DirectX 12 Ultimate/OpenGL 4.6,,есть,есть,1,1.4a,3,4,8+8 pin,250 Вт,650 Вт,активное,есть,да,retail,304 мм,трехслотовая,136 мм,0.375x0.1x0.215 м,1.4 кг,36 мес.,,,60 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n407taorus-e-12gd-nv-rtx4070ti-12288m-1888962/,Код товара: 1888962,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4070TI GV-N407TAORUS E-12GD 12ГБ GDDR6X, Ret",99 500,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,750 Вт,активное,есть,,retail,342 мм,трехслотовая,153 мм,0.465x0.28x0.117 м,1.76 кг,36 мес.,,,70.6 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4070-gaming-x-trio-12g-nv-rtx4070-12288mb-1922696/,Код товара: 1922696,,"Видеокарта MSI NVIDIA GeForce RTX 4070 RTX 4070 GAMING X TRIO 12G 12ГБ GDDR6X, Ret",78 550,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,215 Вт,650 Вт,активное,есть,,retail,338 мм,трехслотовая,,0.417x0.108x0.282 м,2.74 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-dual-rx560-4g-amd-rx560-4096mb-128-gddr5-1149-60-1806661/,3,1,"Видеокарта ASUS AMD Radeon RX 560 DUAL-RX560-4G 4ГБ GDDR5, Ret",15 710₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,2,,8 pin,,450 Вт,активное,есть,,retail,242 мм,двухслотовая,,0.38x0.07x0.22 м,0.888 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-nvidia-geforce-gtx-1650-dual-gtx1650-4g-4gb-gddr5-ret-1156564/,5,2,"Видеокарта ASUS NVIDIA GeForce GTX 1650 DUAL-GTX1650-4G 4ГБ GDDR5, Ret",19 900₽,,DirectX 12/OpenGL 4.5,,,,1,1.4,1,3,без дополнительного питания,,300 Вт,активное,,,retail,204 мм,двухслотовая,115 мм,0.303x0.055x0.217 м,0.76 кг,36 мес.,,1,37 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-powercolor-pci-e-4-0-axrx-6700-10gbd6-3dh-oc-amd-radeon-rx-1800262/,,,‌,19 900₽,POWERCOLOR,DirectX 12/OpenGL,,есть,,1,1.4,3,4,6+8 pin,,650 Вт,активное,есть,,retail,228 мм,двухслотовая,109 мм,0.29x0.19x0.07 м,1.1 кг,24 мес.,да,,32 мм,Технология AMD Eyefinity/Потоковая технология AMD,,,,,,CrossFireX,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rtx-4070-ti-gaming-trio-12g-nv-rtx4070ti-1228-1922682/,Код товара: 1922682,,"Видеокарта MSI NVIDIA GeForce RTX 4070TI RTX 4070 Ti GAMING TRIO 12G 12ГБ GDDR6X, Ret",96 360,MSI,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,285 Вт,700 Вт,активное,есть,,retail,337 мм,четырехслотовая,,0.417x0.113x0.283 м,2.74 кг,36 мес.,,,,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx4070-o12g-nv-rtx4070-12288mb-192-gdd-1918388/,5,1,"Видеокарта ASUS NVIDIA GeForce RTX 4070 DUAL-RTX4070-O12G 12ГБ GDDR6X, OC, Ret",72 270,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,8 pin,,650 Вт,активное,есть,,retail,267.01 мм,трехслотовая,,0.405x0.235x0.09 м,1.9 кг,36 мес.,да,,,,,,,,,,
https://www.citilink.ru/product/videokarta-msi-pci-e-4-0-rx-6650-xt-gaming-x-8g-amd-rx6650xt-8192mb-12-1859709/,5,1,"Видеокарта MSI AMD Radeon RX 6650XT RX 6650 XT GAMING X 8G 8ГБ GDDR6, Ret",41 900₽,MSI,DirectX 12 Ultimate/OpenGL 4.6,,есть,,1,1.4a,3,4,8 pin,175 Вт,500 Вт,активное,есть,,retail,278 мм,трехслотовая,130 мм,0.38x0.08x0.27 м,1.67 кг,36 мес.,,,51 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-asus-pci-e-4-0-dual-rtx4070-o12g-white-nv-rtx4070-12288mb-1-1929454/,Код товара: 1929454,,"Видеокарта ASUS NVIDIA GeForce RTX 4070 DUAL-RTX4070-O12G-WHITE 12ГБ Dual, GDDR6X, OC, Ret",72 270,ASUS,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,,3,4,8 pin,,650 Вт,активное (радиатор и два вентилятора),есть,,retail,267.01 мм,трехслотовая,,0.405x0.235x0.09 м,1.778 кг,36 мес.,да,,51.13 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n4080aorusx-w-16gd-nv-rtx4080-16384mb-1888162/,4.5,2,"Видеокарта GIGABYTE NVIDIA GeForce RTX 4080 GV-N4080AORUSX W-16GD 16ГБ Aorus Xtreme Waterforce, GDDR6X, Ret",140 350,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,1,1.4a,3,4,16 pin,,850 Вт,водяное охлаждение (водоблок),,,retail,236 мм,двухслотовая,146 мм,0.444x0.165x0.274 м,4.558 кг,36 мес.,,,40 мм,,,,,,,,
https://www.citilink.ru/product/videokarta-gigabyte-pci-e-4-0-gv-n3060wf2oc-12gd-2-0-nv-rtx3060-12288m-1913446/,Код товара: 1913446,,"Видеокарта GIGABYTE NVIDIA GeForce RTX 3060 GV-N3060WF2OC-12GD 2.0 12ГБ Windforce, GDDR6, OC, Ret",36 450₽,GIGABYTE,DirectX 12 Ultimate/OpenGL 4.6,"NVIDIA DLSS, NVIDIA Reflex, NVIDIA STUDIO, NVIDIA Ray Tracing, NVIDIA G-Sync, NVIDIA Broadcast, NVIDIA Game Ready, NVIDIA Shadow Play, NVIDIA Ansel, NVIDIA Freestyle, NVIDIA NVENC, NVIDIA VR Works, NVIDIA CUDA",есть,есть,2,1.4a,2,4,8 pin,,550 Вт,активное,есть,,retail,198 мм,двухслотовая,121 мм,0.3x0.05x0.21 м,0.9 кг,36 мес.,да,,39 мм,,,,,,,,
