Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук apple macbook air a2681,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,205990.0,0.0,0.0,0.0,0.0
ноутбук apple macbook air a2681,0.0,0.0,0,2,1,5,12.0,0.0,0.0,8.0,8,0.0,1.0,0,0.0,0.0,8.0,0,5,500.0,0.0,60.0,7,16.0,1.24,173990.0,0.0,4.0,0.0,0.0
ноутбук dell inspiron 3525,0.0,0.0,3,9,1,13,12.0,0.0,1.0,4.0,139,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,3.0,0.0,8,16.0,1.8,69330.0,0.0,4.0,0.0,2.0
ноутбук dell inspiron 3511,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,41010.0,0.0,0.0,0.0,0.0
ноутбук apple macbook air a2681,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,205990.0,0.0,0.0,0.0,0.0
ноутбук huawei matebook d 14 mdf-x,0.0,0.0,62,2,1,6,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,4.0,60.0,9,8.0,1.38,69470.0,0.0,2.0,0.0,0.0
ноутбук huawei matebook d 14 mdf-x,0.0,0.0,62,2,1,6,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,4.0,60.0,9,16.0,1.38,77500.0,0.0,2.0,0.0,0.0
ноутбук huawei matebook d 16 rolleg-w7611,0.0,0.0,62,2,1,0,12.0,0.0,2.0,14.0,83,0.0,1.0,0,0.0,0.0,20.0,1,0,0.0,0.0,0.0,9,16.0,1.7,112990.0,0.0,6.0,0.0,0.0
ноутбук huawei matebook d 16 curieg-w9611t,0.0,0.0,0,5,0,0,12.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1.7,119990.0,0.0,0.0,0.0,0.0
ноутбук huawei matebook 14 klvl-w76w,0.0,0.0,3,2,1,6,12.0,0.0,1.0,8.0,136,0.0,1.0,0,0.0,0.0,16.0,4,0,300.0,0.0,60.0,9,16.0,1.49,75990.0,0.0,8.0,0.0,0.0
ноутбук huawei matebook 16s crefg-x,0.0,0.0,62,2,1,14,12.0,0.0,1.0,14.0,83,0.0,1.0,0,7330.0,1.0,20.0,0,0,400.0,0.0,60.0,9,16.0,1.99,150990.0,0.0,6.0,0.0,0.0
ноутбук huawei matebook 16s crefg-x,0.0,0.0,62,2,1,14,12.0,0.0,1.0,14.0,100,0.0,1.0,0,7330.0,1.0,20.0,0,0,400.0,0.0,60.0,9,16.0,1.99,162990.0,0.0,6.0,0.0,0.0
ноутбук huawei matebook x pro morgang-w7611t,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,161990.0,0.0,0.0,0.0,0.0
ноутбук huawei matebook x pro morgang-w7611tm,0.0,0.0,62,2,1,8,12.0,0.0,2.0,12.0,81,0.0,1.0,0,0.0,1.0,12.0,0,0,500.0,0.0,90.0,9,16.0,1.26,175990.0,0.0,6.0,0.0,0.0
ноутбук msi creator z16 hx studio b13vfto-055ru,0.0,0.0,44,2,1,14,12.0,0.0,0.0,16.0,85,0.0,1.0,0,0.0,0.0,24.0,1,0,0.0,4.0,0.0,9,16.0,2.35,296320.0,0.0,8.0,0.0,2.0
ноутбук игровой msi creator m16 b12ve-810ru,0.0,1.0,42,2,1,14,12.0,0.0,0.0,10.0,75,0.0,1.0,0,0.0,0.0,16.0,1,0,0.0,3.0,144.0,9,16.0,2.26,188080.0,1.0,6.0,0.0,2.0
ноутбук asus expertbook b1 b1502cba-bq0427w,0.0,1.0,64,2,1,13,12.0,0.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,60.0,9,8.0,1.52,51660.0,0.0,2.0,0.0,1.0
ноутбук acer aspire 3 a315-59-7201 slim,0.0,0.0,62,2,1,13,12.0,0.0,0.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,1.77,56870.0,0.0,2.0,0.0,0.0
ноутбук игровой hp victus 16-e0304nw,0.0,0.0,29,2,1,15,12.0,0.0,1.0,6.0,126,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,4.0,144.0,10,16.0,2.46,90280.0,1.0,6.0,0.0,2.0
ноутбук игровой hp victus 16-e0164nw,7.0,0.0,29,2,1,15,12.0,0.0,1.0,6.0,127,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,4.0,144.0,10,16.0,2.46,94560.0,1.0,6.0,0.0,2.0
ноутбук acer aspire 5 a515-57-5293,0.0,1.0,64,2,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,3,8.0,1.65,68220.0,0.0,2.0,0.0,2.0
ультрабук honor magicbook x14,0.0,0.0,64,2,1,6,12.0,0.0,1.0,8.0,45,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,60.0,9,8.0,1.4,77670.0,0.0,4.0,0.0,0.0
ультрабук honor magicbook x14,0.0,0.0,64,2,1,6,12.0,0.0,1.0,8.0,45,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,60.0,9,16.0,1.4,85780.0,0.0,4.0,0.0,0.0
ноутбук honor magicbook x16,0.0,0.0,64,2,1,14,12.0,5.0,1.0,8.0,45,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,3.0,0.0,9,8.0,1.99,68990.0,0.0,4.0,0.0,0.0
ноутбук acer extensa 15 ex215-52-36b9,0.0,0.0,64,5,1,13,12.0,0.0,0.0,2.0,23,0.0,1.0,0,0.0,0.0,4.0,2,0,0.0,0.0,60.0,3,8.0,1.9,42070.0,0.0,2.0,0.0,2.0
ноутбук игровой iru калибр 15alc,0.0,0.0,31,2,1,13,12.0,0.0,0.0,12.0,46,0.0,1.0,0,3465.0,0.0,16.0,2,0,0.0,0.0,0.0,4,16.0,2.15,112400.0,1.0,4.0,0.0,0.0
ноутбук игровой iru калибр 15alc,0.0,0.0,25,2,1,13,12.0,0.0,0.0,12.0,46,0.0,1.0,0,3465.0,0.0,16.0,2,0,250.0,4.0,0.0,4,16.0,2.5,95600.0,1.0,4.0,1.0,0.0
ноутбук lenovo ideapad 3 15alc6,0.0,0.0,3,2,1,13,12.0,0.0,1.0,4.0,118,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,2.0,60.0,10,8.0,1.65,41990.0,0.0,4.0,0.0,1.0
ноутбук asus zenbook 14x oled ux3404va-m9287w,0.2,0.0,62,6,1,9,12.0,0.0,0.0,14.0,84,0.0,1.0,0,0.0,0.0,20.0,1,0,600.0,3.0,120.0,9,16.0,1.56,153990.0,0.0,6.0,0.0,0.0
ноутбук игровой msi gf63 thin 12ve-237ru,0.0,1.0,42,2,1,13,12.0,4.0,0.0,10.0,75,0.0,1.0,0,0.0,0.0,16.0,2,0,0.0,3.0,144.0,9,8.0,1.86,115990.0,1.0,6.0,0.0,2.0
‌,0.0,1.0,46,2,1,18,12.0,0.0,0.0,14.0,83,0.0,1.0,0,0.0,0.0,8.0,3,0,0.0,4.0,240.0,9,16.0,2.8,115990.0,1.0,4.0,0.0,2.0
ноутбук игровой msi raider ge78hx 13vh-214ru,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,346320.0,0.0,0.0,0.0,0.0
ноутбук игровой msi raider ge68hx 13vg-067ru,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,285320.0,0.0,0.0,0.0,0.0
ноутбук игровой msi bravo 17 c7ve-007xru,0.0,0.0,42,2,1,18,12.0,0.0,1.0,6.0,132,0.0,1.0,0,0.0,0.0,12.0,2,0,0.0,3.0,144.0,10,16.0,2.7,119990.0,1.0,6.0,0.0,2.0
ноутбук игровой msi bravo 17 c7ve-006ru,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,147650.0,0.0,0.0,0.0,0.0
ноутбук lenovo v15 g3 aba,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,42990.0,0.0,0.0,0.0,0.0
ноутбук lenovo yoga slim7 pro 14iap7,0.0,0.0,0,5,0,0,0.0,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,104990.0,0.0,0.0,0.0,0.0
‌,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,104990.0,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 3 15iau7,0.0,0.0,64,2,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,0.0,60.0,9,8.0,1.63,71990.0,0.0,2.0,0.0,1.0
ноутбук samsung galaxy book 3 pro np960,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,228990.0,0.0,0.0,0.0,0.0
ноутбук samsung galaxy book 3 pro 360 np960,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,225990.0,0.0,0.0,0.0,0.0
ноутбук samsung galaxy book 3 pro 360 np960,0.0,0.0,62,6,1,14,12.0,0.0,0.0,12.0,48,0.0,1.0,0,0.0,1.0,16.0,1,0,0.0,0.0,120.0,9,16.0,1.66,214190.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book 3 360 np750,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,163990.0,0.0,0.0,0.0,0.0
‌,0.0,0.0,62,5,1,0,12.0,0.0,0.0,12.0,82,0.0,1.0,0,0.0,1.0,12.0,2,0,0.0,0.0,0.0,9,16.0,1.46,199990.0,0.0,6.0,0.0,0.0
‌,0.0,0.0,62,6,1,13,12.0,0.0,0.0,12.0,82,0.0,1.0,0,0.0,1.0,12.0,2,0,0.0,0.0,0.0,9,16.0,1.46,199990.0,0.0,6.0,0.0,0.0
ноутбук samsung galaxy book 3 360 np730,0.0,0.0,62,6,1,4,12.0,0.0,0.0,10.0,80,0.0,1.0,0,0.0,1.0,8.0,2,0,0.0,0.0,0.0,9,16.0,1.16,191990.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book 3 360 np730,0.0,0.0,62,6,1,4,12.0,0.0,0.0,10.0,80,0.0,1.0,0,0.0,1.0,8.0,2,0,0.0,0.0,0.0,9,16.0,1.16,168990.0,0.0,4.0,0.0,0.0
ноутбук hp 15-dw4013nia,0.0,0.0,22,5,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,16.0,1.78,89990.0,0.0,2.0,0.0,2.0
ноутбук hp 15-dw4011nia,0.0,0.0,22,5,1,13,12.0,0.0,1.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,4,16.0,1.78,95560.0,0.0,2.0,0.0,2.0
ноутбук hp 15s-eq2658ng,0.0,0.0,3,2,1,13,12.0,0.0,1.0,6.0,125,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,9,16.0,1.69,83990.0,0.0,6.0,0.0,0.0
ноутбук lenovo v15 g2 itl,0.0,0.0,64,8,1,13,12.0,0.0,1.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,0.0,0.0,10,8.0,1.7,43990.0,0.0,2.0,0.0,1.0
ноутбук lenovo ideapad 5 15ial7,0.0,0.0,0,5,1,0,12.0,0.0,2.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0.0,1.85,74610.0,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 5 15ial7,0.0,0.0,62,2,1,13,12.0,0.0,2.0,10.0,74,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,0.0,60.0,10,16.0,1.85,88990.0,0.0,2.0,0.0,0.0
ноутбук lenovo ideapad 3 15iau7,0.0,0.0,64,2,1,13,12.0,5.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,10,8.0,1.63,51990.0,0.0,2.0,0.0,1.0
ноутбук игровой lenovo ip gaming 3 15iah7,0.0,0.0,29,2,1,13,12.0,0.0,0.0,8.0,45,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,0.0,120.0,10,8.0,2.315,78990.0,1.0,4.0,0.0,2.0
ноутбук игровой lenovo ip gaming 3 15iah7,0.0,0.0,29,2,1,13,12.0,0.0,0.0,12.0,46,0.0,1.0,0,0.0,0.0,16.0,2,0,250.0,0.0,120.0,10,8.0,2.315,89110.0,1.0,4.0,0.0,2.0
ноутбук игровой lenovo ip gaming 3 16arh7,0.0,1.0,27,2,1,14,12.0,0.0,0.0,8.0,140,0.0,1.0,0,0.0,0.0,16.0,1,0,350.0,0.0,165.0,10,16.0,2.5,104990.0,1.0,8.0,0.0,2.0
ноутбук игровой lenovo legion 5 pro 16arh7h,0.0,2.0,32,2,1,14,12.0,0.0,0.0,6.0,129,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,165.0,10,16.0,2.49,137530.0,1.0,6.0,0.0,2.0
ноутбук игровой lenovo legion 5 15iah7h,0.0,2.0,27,2,1,13,12.0,0.0,0.0,12.0,46,0.0,1.0,0,0.0,0.0,16.0,2,0,300.0,0.0,60.0,10,8.0,2.35,104990.0,1.0,4.0,0.0,2.0
ноутбук apple macbook pro a2780,0.0,0.0,0,2,1,16,12.0,0.0,0.0,12.0,10,0.0,1.0,0,0.0,0.0,12.0,1,2,1600.0,0.0,120.0,7,16.0,2.15,291460.0,0.0,6.0,0.0,0.0
ноутбук samsung galaxy book 3 pro 360 np964,0.0,0.0,62,6,1,14,12.0,0.0,0.0,12.0,48,0.0,1.0,0,4900.0,1.0,16.0,1,0,400.0,4.0,120.0,9,16.0,1.6,208990.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book 3 np754,0.0,0.0,62,2,1,13,12.0,0.0,0.0,12.0,48,0.0,1.0,0,0.0,0.0,16.0,2,0,0.0,0.0,0.0,9,16.0,1.57,135990.0,0.0,4.0,0.0,0.0
ноутбук apple macbook pro a2485,0.0,0.0,0,5,1,16,12.0,0.0,0.0,10.0,5,0.0,1.0,0,0.0,0.0,10.0,1,5,1600.0,0.0,120.0,7,16.0,2.15,285430.0,0.0,8.0,0.0,0.0
ноутбук asus vivobook 16 x1605za-mb321,0.0,0.0,64,2,1,14,12.0,5.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,1,0,300.0,3.0,60.0,10,8.0,1.88,48990.0,0.0,2.0,0.0,1.0
ноутбук asus vivobook 16 x1605za-mb364,0.0,0.0,64,2,1,14,12.0,0.0,1.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,1,0,300.0,3.0,60.0,10,8.0,1.88,48990.0,0.0,2.0,0.0,1.0
ноутбук acer aspire 3 a315-58,11.0,0.0,62,5,1,13,12.0,5.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,220.0,2.0,60.0,10,8.0,1.7,45990.0,0.0,4.0,0.0,1.0
ноутбук apple macbook pro a2780,0.0,0.0,0,2,1,16,12.0,0.0,0.0,12.0,10,0.0,1.0,0,0.0,0.0,12.0,1,1,1600.0,0.0,120.0,7,16.0,2.15,318710.0,0.0,6.0,0.0,0.0
‌,0.0,0.0,3,2,1,13,12.0,0.0,1.0,4.0,120,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,10,8.0,1.63,318710.0,0.0,4.0,0.0,1.0
ноутбук asus vivobook x515ea-bq2602,0.0,0.0,64,2,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,10,8.0,1.8,54370.0,0.0,4.0,0.0,1.0
ноутбук lenovo thinkbook 15 g3 acl,0.0,2.0,3,2,1,13,12.0,0.0,0.0,6.0,125,0.0,1.0,0,0.0,0.0,12.0,2,0,300.0,0.0,60.0,10,8.0,1.7,83990.0,0.0,6.0,0.0,1.0
ноутбук lenovo thinkbook 15 g2 itl,0.0,1.0,64,2,1,13,12.0,0.0,0.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,300.0,3.0,0.0,10,8.0,1.7,80960.0,0.0,2.0,0.0,1.0
ноутбук lenovo thinkbook 15 g2 itl,0.0,1.0,21,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,10,16.0,1.7,94740.0,0.0,4.0,0.0,1.0
ноутбук lenovo thinkbook 15 g2 itl,0.0,1.0,62,2,1,13,12.0,0.0,0.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,10,8.0,1.7,102860.0,0.0,4.0,0.0,1.0
ноутбук samsung galaxy book 3 pro 360 np960,0.0,0.0,62,6,1,14,12.0,0.0,0.0,12.0,82,0.0,1.0,0,0.0,1.0,16.0,1,0,0.0,0.0,120.0,9,16.0,1.66,269990.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book 3 pro np960,0.0,0.0,62,6,1,14,12.0,0.0,0.0,12.0,82,0.0,1.0,0,0.0,0.0,16.0,1,0,0.0,0.0,120.0,9,16.0,1.56,217920.0,0.0,4.0,0.0,0.0
ноутбук samsung galaxy book 3 pro np960,0.0,0.0,62,6,1,14,12.0,0.0,0.0,12.0,82,0.0,1.0,0,0.0,0.0,16.0,1,0,0.0,0.0,120.0,9,16.0,1.56,217920.0,0.0,4.0,0.0,0.0
ноутбук huawei matebook d 14 nbde-wfh9,0.0,0.0,62,2,1,6,12.0,5.0,1.0,4.0,41,0.0,1.0,0,7330.0,0.0,8.0,2,0,250.0,4.0,60.0,9,16.0,1.38,62990.0,0.0,4.0,0.0,0.0
ноутбук apple macbook air a2337,0.0,0.0,0,2,1,4,12.0,0.0,0.0,8.0,2,0.0,1.0,0,0.0,0.0,8.0,1,2,400.0,0.0,0.0,7,8.0,1.29,104710.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 15tlg,0.0,0.0,68,7,1,13,12.0,0.0,0.0,4.0,41,0.0,1.0,0,4000.0,0.0,8.0,2,0,300.0,0.0,0.0,9,16.0,1.7,48900.0,0.0,4.0,1.0,0.0
ноутбук iru калибр 15tlg,0.0,0.0,64,7,1,13,12.0,5.0,0.0,4.0,41,0.0,1.0,0,4000.0,0.0,8.0,2,0,300.0,0.0,0.0,9,8.0,1.7,43600.0,0.0,4.0,1.0,2.0
ноутбук iru калибр 15ph,0.0,0.0,10,2,1,13,12.0,5.0,0.0,4.0,122,0.0,0.0,0,4500.0,0.0,8.0,2,0,0.0,0.0,0.0,9,8.0,1.8,42500.0,0.0,4.0,1.0,0.0
ноутбук lenovo thinkpad t14 gen 2,0.0,0.0,21,2,1,6,12.0,0.0,0.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,10,16.0,1.53,169790.0,0.0,4.0,0.0,1.0
ноутбук lenovo thinkpad t14 gen 2,0.0,0.0,62,2,1,6,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,60.0,10,16.0,1.53,139200.0,0.0,4.0,0.0,1.0
ноутбук lenovo thinkpad l13 g3,0.0,2.0,4,2,1,4,12.0,0.0,0.0,6.0,133,0.0,1.0,0,0.0,0.0,12.0,1,0,300.0,0.0,0.0,10,8.0,1.25,105490.0,0.0,6.0,0.0,0.0
ноутбук lenovo thinkpad l13 g2,0.0,1.0,62,2,1,4,12.0,0.0,0.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,0.0,0.0,10,16.0,1.39,144880.0,0.0,4.0,0.0,0.0
ноутбук lenovo thinkpad l13 g2,0.0,1.0,62,2,1,4,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,0.0,0.0,10,8.0,1.39,104990.0,0.0,4.0,0.0,0.0
ноутбук lenovo thinkpad l13 g2,0.0,1.0,62,2,1,4,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,0.0,0.0,10,16.0,1.39,121080.0,0.0,4.0,0.0,0.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,8.0,1.5,109470.0,0.0,4.0,0.0,2.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,4.0,2.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,8.0,1.5,93820.0,0.0,4.0,0.0,2.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,16.0,1.5,120890.0,0.0,4.0,0.0,2.0
ноутбук iru калибр 14tlh,0.0,0.0,61,2,1,7,12.0,0.0,0.0,4.0,38,0.0,0.0,0,4500.0,0.0,8.0,2,0,0.0,0.0,0.0,4,8.0,0.0,49600.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 14tlh,0.0,0.0,61,2,1,7,12.0,0.0,0.0,4.0,38,0.0,0.0,0,4500.0,0.0,8.0,2,0,0.0,0.0,0.0,4,8.0,0.0,46200.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 14tlh,0.0,0.0,61,2,1,7,12.0,0.0,0.0,2.0,25,0.0,1.0,0,4500.0,0.0,4.0,2,0,0.0,0.0,0.0,4,8.0,1.6,40500.0,0.0,2.0,1.0,0.0
ноутбук iru калибр 15tlg,0.0,0.0,67,7,1,13,12.0,0.0,0.0,2.0,25,0.0,1.0,0,4000.0,0.0,4.0,2,0,300.0,0.0,0.0,9,8.0,1.7,40300.0,0.0,2.0,1.0,2.0
ноутбук игровой iru калибр 17alc,0.0,0.0,31,2,1,18,12.0,0.0,0.0,12.0,46,0.0,1.0,0,3465.0,0.0,16.0,2,0,0.0,4.0,0.0,4,16.0,2.5,125000.0,1.0,4.0,1.0,0.0
ноутбук iru калибр 15alc,0.0,0.0,16,2,1,13,12.0,0.0,0.0,12.0,46,0.0,0.0,0,3465.0,0.0,16.0,2,0,0.0,0.0,0.0,4,16.0,2.2,84800.0,0.0,4.0,1.0,0.0
ноутбук iru калибр 17tli,0.0,0.0,61,2,1,18,12.0,0.0,0.0,4.0,38,0.0,1.0,0,4800.0,0.0,8.0,2,0,0.0,0.0,0.0,4,8.0,2.4,73500.0,0.0,4.0,0.0,0.0
ноутбук hp probook 440 g9,0.0,0.0,62,2,1,6,12.0,0.0,1.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,0.0,9,8.0,1.38,144250.0,0.0,2.0,0.0,2.0
ноутбук dell latitude 5520,0.0,0.0,62,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,4.0,60.0,9,8.0,1.59,114540.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 14tlh,0.0,0.0,61,2,1,7,12.0,4.8,0.0,2.0,25,0.0,1.0,0,4500.0,0.0,4.0,2,0,0.0,0.0,0.0,4,8.0,1.6,41500.0,0.0,2.0,1.0,0.0
ноутбук hp 250 g9,0.0,0.0,62,8,1,13,12.0,0.0,0.0,10.0,42,0.0,1.0,0,0.0,0.0,12.0,0,0,250.0,3.0,0.0,4,8.0,1.74,69350.0,0.0,2.0,0.0,2.0
ноутбук acer aspire 5 a515-56-52mv,0.0,0.0,62,8,1,13,12.0,0.0,1.0,4.0,38,0.0,1.0,0,4800.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.9,55560.0,0.0,4.0,0.0,0.0
ноутбук asus vivobook 15 x1502za-bq1014,0.0,0.0,64,2,1,13,12.0,0.0,1.0,10.0,27,0.0,1.0,0,0.0,0.0,12.0,2,0,250.0,3.0,60.0,10,8.0,1.7,55990.0,0.0,2.0,0.0,1.0
ноутбук asus d515da-ej1397,0.0,0.0,3,2,1,13,12.0,0.0,1.0,2.0,117,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,2.0,60.0,10,8.0,1.8,43070.0,0.0,2.0,0.0,1.0
ноутбук asus d515da-bq1407w,0.0,0.0,3,2,1,13,12.0,0.0,1.0,2.0,117,0.0,1.0,0,0.0,0.0,4.0,2,0,250.0,2.0,60.0,9,8.0,1.8,47290.0,0.0,2.0,0.0,1.0
ноутбук hp 250 g9,0.0,0.0,64,8,1,13,12.0,0.0,0.0,6.0,26,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,3.0,0.0,4,8.0,1.74,62690.0,0.0,2.0,0.0,2.0
ноутбук iru калибр 15tli,0.0,0.0,62,2,1,13,12.0,0.0,0.0,4.0,38,0.0,1.0,0,7200.0,0.0,8.0,2,0,250.0,0.0,0.0,9,8.0,1.724,52100.0,0.0,4.0,0.0,0.0
ноутбук iru калибр 15tli,0.0,0.0,61,2,1,13,12.0,0.0,1.0,2.0,25,0.0,0.0,0,7200.0,0.0,4.0,2,0,205.0,0.0,0.0,9,8.0,1.728,42800.0,0.0,2.0,1.0,0.0
ноутбук samsung galaxy book np750,0.0,0.0,62,2,1,13,12.0,4.5,2.0,4.0,38,0.0,1.0,0,0.0,0.0,8.0,0,2,300.0,0.0,0.0,9,8.0,1.55,65990.0,0.0,4.0,0.0,0.0
ноутбук asus vivobook x515ea-bq1965,0.0,0.0,63,2,1,13,12.0,0.0,1.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,250.0,2.0,60.0,10,8.0,1.8,69000.0,0.0,4.0,0.0,1.0
ноутбук lenovo k14 gen 1,0.0,0.0,62,2,1,6,12.0,0.0,2.0,4.0,70,0.0,1.0,0,0.0,0.0,8.0,2,0,300.0,0.0,0.0,10,16.0,1.5,103400.0,0.0,4.0,0.0,2.0
ноутбук lenovo k14 gen 1,0.0,0.0,64,2,1,6,12.0,0.0,2.0,2.0,25,0.0,1.0,0,0.0,0.0,4.0,2,0,300.0,0.0,0.0,10,8.0,1.5,69410.0,0.0,2.0,0.0,2.0
