link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Сокет процессора,Процессор,"Процессор, частота",Количество ядер процессора,Чипсет материнской платы,Оперативная память,Максимальный объем оперативной памяти,Тип графического контроллера,Графика,Объем SSD,Тип кабельной сети (разъем RJ-45),Операционная система,Разъемов PS/2,Разъемов USB 2.0,Разъемов USB 3.0,Разъемов HDMI,Разъемов DisplayPort,Разъем для микрофона,Разъем для наушников,Тип корпуса,Блок питания,Цвет корпуса,Вес товара,Размеры корпуса (ШхВхГ),Гарантийное,Гарантия,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Разъемов D-Sub,Особенности графического контроллера,Поддержка Wi-Fi,Стандарт Wi-Fi,Поддержка Bluetooth,Стандарт Bluetooth,Разъемов USB 3.0 (Type-C),Тип блока питания,Кард-ридер,Разъемов USB 3.1,Разъемов USB 2.0 (Type-C),Разъемов DVI,Разъем наушники/микрофон,Разъемов USB 3.2 (Type-C),Жесткий диск,Разъемов USB 3.1 (Type-C),Отделка корпуса,Особенности оперативной памяти,Особенности жестких дисков,Комплектация,Страна производства,Число ядер GPU,Разъемов Thunderbolt 3,Входное напряжение (мин),Входное напряжение (макс),Тип вилки,Частота энергоэффективных ядер,Количество высокопроизводительных ядер,Количество энергоэффективных ядер,Разрядность ОС,Клавиатура,Клавиатура с русскими буквами,Мышь,Объем второго SSD,Частота электросети,Особенности ОС,Разъемов RS-232,Особенности,Разъемов Thunderbolt 4,Разъемов USB 4.0,Поддержка карт памяти,Экран с поддержкой 3D,Возможность монтажа в стойку,Оптический привод,Монитор в комплекте,Встроенные динамики,Размер крепления VESA,Дополнительно в комплекте,Особенности процессора,Поддержка Intel Optane,Буферная память HDD,Модель монитора,Диагональ экрана,Разрешение экрана,Яркость экрана,Время отклика,Угол обзора
https://www.citilink.ru/product/pk-iru-game-510b5gma-mt-i5-11400f-16gb-ssd1tb-rx-6600-8gb-dos-chernyi-1925209/,Код товара: 1925209,,"Компьютер iRU Game 510B5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), AMD Radeon RX 6600 - 8192 Мб, Free DOS, черный [1925209]",81 000₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,AMD Radeon RX 6600 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,3,1,1,miditower,700 Вт,черный,7 кг,210 х 495 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.265x0.455 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gma-mt-i5-11400f-16gb-ssd1tb-rtx3060-12gb-w11pro64-ch-1925192/,,,‌,81 000₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),2,4,1,3,1,1,miditower,700 Вт,черный,7 кг,210 х 495 х 403 мм,Гарантия СЦ производителя,36 мес.,0.27x0.52x0.455 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i5-12400f-16gb-ssd1tb-rtx3060-12gb-dos-chernyi-1925185/,Код товара: 1925185,,"Компьютер iRU Game 510B6GMA, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Free DOS, черный [1925185]",97 000₽,IRU,LGA 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,2,1,2,1,1,miditower,700 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.265x0.45 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-msi-pro-dp130-12-477xru-i5-12400-8gb-ssd256gb-uhdg-noos-cherny-1924650/,Код товара: 1924650,,"Мини ПК MSI Pro DP130 12-477XRU, Intel Core i5 12400, DDR4 8ГБ, 256ГБ(SSD), Intel UHD Graphics, noOS, черный [9s6-b0a521-614]",55 250₽,MSI,,Intel Core i5 12400,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics,256 ГБ,Gigabit Ethernet,noOS,1 (комбинированный),6,4,1,1,1,1,,350 Вт,черный,5.43 кг,97 х 340 х 430.2 мм,Гарантия СЦ производителя,12 мес.,0.575x0.232x0.47 м,7.55 кг,1,,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,,,,,,,,,,2 слота DIMM,,,,,,,,,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-msi-pro-dp130-12rk-492xru-i5-12400f-8gb-ssd512gb-gtx1030-2gb-n-1924649/,Код товара: 1924649,,"Мини ПК MSI Pro DP130 12RK-492XRU, Intel Core i5 12400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1030 - 2048 Мб, noOS, черный [9s6-b0a521-613]",64 000₽,MSI,,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1030 - 2048 Мб,512 ГБ,Gigabit Ethernet,noOS,1 (комбинированный),6,4,1,1,1,1,,350 Вт,черный,5.43 кг,97 х 340 х 430.2 мм,Гарантия СЦ производителя,12 мес.,0.573x0.232x0.465 м,7.66 кг,1,Установлена видеокарта MSI GeForce GT 1030 2GD4 LP OC,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,,,,,,,,,,2 слота DIMM,,,,,,,,,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-msi-pro-dp130-12rk-474ru-i5-12400f-8gb-ssd512gb-gtx1030-2gb-w1-1924647/,Код товара: 1924647,,"Мини ПК MSI Pro DP130 12RK-474RU, Intel Core i5 12400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1030 - 2048 Мб, Windows 11 Professional, черный [9s6-b0a521-612]",81 600₽,MSI,,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1030 - 2048 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),6,4,1,1,1,1,,350 Вт,черный,5.43 кг,97 х 340 х 430.2 мм,Гарантия СЦ производителя,12 мес.,0.575x0.232x0.465 м,7.65 кг,1,Установлена видеокарта MSI GeForce GT 1030 2GD4 LP OC,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,,внутренний,,,,,,,,,,2 слота DIMM,,,,,,,,,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-315ec-mt-i5-13400f-16gb-ssd512gb-rtx3060-12gb-dos-chernyi-1920992/,Код товара: 1920992,,"Компьютер iRU Game 315EC, Intel Core i5 13400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Free DOS, черный [1920992]",101 800₽,IRU,LGA 1700,Intel Core i5 13400F,"2.5 ГГц (4.6 ГГц, в режиме Turbo)",10-ядерный,Intel B760,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),5,3,1,3,1,1,miditower,650 Вт,черный,7 кг,185 х 460 х 420 мм,Гарантия СЦ производителя,36 мес.,0.53x0.27x0.53 м,9.2 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.8 ГГц и 3.3 ГГЦ в режиме Turbo,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-313ec-mt-i3-12100-8gb-ssd256gb-uhdg-730-dos-chernyi-1920453/,Код товара: 1920453,,"Компьютер iRU Game 313EC, Intel Core i3 12100, DDR4 8ГБ, 256ГБ(SSD), Intel UHD Graphics 730, Free DOS, черный [1920453]",38 000₽,IRU,LGA 1700,Intel Core i3 12100,"3.3 ГГц (4.3 ГГц, в режиме Turbo)",4-ядерный,Intel H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,256 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),5,3,1,1,1,1,miditower,500 Вт,черный,7 кг,185 х 460 х 420 мм,Гарантия СЦ производителя,36 мес.,0.525x0.26x0.58 м,9.2 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-315ec-mt-i5-12400-8gb-ssd512gb-uhdg-730-dos-chernyi-1920449/,Код товара: 1920449,,"Компьютер iRU Game 315EC, Intel Core i5 12400, DDR4 8ГБ, 512ГБ(SSD), Intel UHD Graphics 730, Free DOS, черный [1920449]",49 100₽,IRU,LGA 1700,Intel Core i5 12400,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),5,3,1,1,1,1,miditower,500 Вт,черный,7 кг,185 х 460 х 420 мм,Гарантия СЦ производителя,36 мес.,0.525x0.26x0.58 м,9.2 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-raskat-standart-507-sff-i5-10400-8gb-ssd480gb-uhdg-630-noos-chernyi-1920151/,Код товара: 1920151,,"Компьютер RASKAT Standart 507, Intel Core i5 10400, DDR4 8ГБ, 480ГБ(SSD), Intel UHD Graphics 630, noOS, черный [standart507116838]",46 880₽,RASKAT,Socket 1200,Intel Core i5 10400,"2.9 ГГц (4.3 ГГц, в режиме Turbo)",6-ядерный,Intel H410,"8 ГБ, DDR4, SO-DIMM, 2666 МГц",,интегрированный,Intel UHD Graphics 630,480 ГБ,Gigabit Ethernet,noOS,,4,,1,1,1,1,small form factor,90 Вт,черный,2 кг,178 х 34 х 178 мм,Гарантия СЦ производителя,36 мес.,,,1,,есть,802.11 a/b/g/n/ac,есть,v4.2,,внутренний,,4 шт,,,1,,,,матовая,,,,Россия,,,,,,,,,,,без русских букв,,,,,,,,,,,есть,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i5-11400f-8gb-ssd256gb-gt1030-2gb-w11pro64-cher-1919735/,Код товара: 1919735,,"Компьютер iRU Home 310H5SE, Intel Core i5 11400F, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GT1030 - 2048 Мб, Windows 11 Professional, черный [1919735]",63 900₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GT1030 - 2048 Мб,256 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.55x0.255x0.59 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i5-11400f-8gb-ssd256gb-gt1030-2gb-w11hsl64-cher-1919733/,Код товара: 1919733,,"Компьютер iRU Home 310H5SE, Intel Core i5 11400F, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GT1030 - 2048 Мб, Windows 10 Home, черный [1919733]",61 100₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GT1030 - 2048 Мб,256 ГБ,Gigabit Ethernet,Windows 10 Home,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.26x0.525x0.58 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i5-11400f-8gb-ssd256gb-gt1030-2gb-dos-chernyi-1919719/,Код товара: 1919719,,"Компьютер iRU Home 310H5SE, Intel Core i5 11400F, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GT1030 - 2048 Мб, Free DOS, черный [1919719]",46 900₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GT1030 - 2048 Мб,256 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.54x0.255x0.575 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5ge-mt-i3-10105f-16gb-ssd1tb-gtx1660-super-6gb-dos-che-1917814/,Код товара: 1917814,,"Компьютер iRU Game 310H5GE, Intel Core i3 10105F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, Free DOS, черный [1917814]",63 400₽,IRU,LGA 1200,Intel Core i3 10105F,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel H470,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,2,1,,1,1,miditower,500 Вт,черный,2.6 кг,175 х 381 х 360 мм,Гарантия СЦ производителя,36 мес.,0.545x0.25x0.58 м,7.88 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5ge-mt-i3-10105f-16gb-ssd1tb-gtx1650-4gb-dos-chernyi-1917810/,Код товара: 1917810,,"Компьютер iRU Game 310H5GE, Intel Core i3 10105F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, Free DOS, черный [1917810]",63 900₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5ge-mt-i5-11400f-16gb-ssd1tb-gtx1660-super-6gb-dos-che-1914646/,,,‌,74 900₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,miditower,500 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.44x0.225x0.425 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-520b5gp-mt-ryzen-7-5700g-16gb-ssd1tb-rgr-dos-chernyi-1913993/,Код товара: 1913993,,"Компьютер iRU Home 520B5GP, AMD Ryzen 7 5700G, DDR4 16ГБ, 1ТБ(SSD), AMD Radeon Graphics, Free DOS, черный [1913993]",63 400₽,IRU,Socket AM4,AMD Ryzen 7 5700G,"3.8 ГГц (4.6 ГГц, в режиме Turbo)",8-ядерный,AMD A520,"16 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,AMD Radeon Graphics,1024 ГБ,Gigabit Ethernet,Free DOS,2 (клавиатура и мышь),2,4,1,,1,1,minitower,700 Вт,черный,7 кг,170 х 350 х 395 мм,Гарантия СЦ производителя,36 мес.,0.53x0.28x0.54 м,11 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-320a3sm-mt-ryzen-5-pro-4650g-8gb-ssd256gb-rgr-w11pro64-c-1913981/,Код товара: 1913981,,"Компьютер iRU Office 320A3SM, AMD Ryzen 5 PRO 4650G, DDR4 8ГБ, 256ГБ(SSD), AMD Radeon Graphics, Windows 11 Professional, черный [1913981]",59 500₽,IRU,Socket AM4,AMD Ryzen 5 PRO 4650G,"3.7 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,AMD A320,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,AMD Radeon Graphics,256 ГБ,Gigabit Ethernet,Windows 11 Professional,2 (клавиатура и мышь),2,4,1,,1,1,minitower,400 Вт,черный,7 кг,170 х 350 х 395 мм,Гарантия СЦ производителя,36 мес.,0.545x0.26x0.575 м,11 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-320a3sm-mt-ryzen-3-pro-4350g-8gb-ssd256gb-rgr-w11pro64-c-1913967/,Код товара: 1913967,,"Компьютер iRU Office 320A3SM, AMD Ryzen 3 PRO 4350G, DDR4 8ГБ, 256ГБ(SSD), AMD Radeon Graphics, Windows 11 Professional, черный [1913967]",60 500₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-310h5sf-sff-i3-10105-8gb-ssd256gb-uhdg-730-w11pro64-cher-1913406/,Код товара: 1913406,,"Компьютер iRU Office 310H5SF, Intel Core i3 10105, DDR4 8ГБ, 256ГБ(SSD), Intel UHD Graphics 630, Windows 11 Professional, черный [1913406]",51 800₽,IRU,LGA 1200,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,интегрированный,Intel UHD Graphics 630,256 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),6,3,1,,1,1,small form factor,300 Вт,черный,6.5 кг,105 х 305 х 380 мм,Гарантия СЦ производителя,36 мес.,0.405x0.18x0.47 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-lenovo-thinkcentre-tiny-m70q-3-slim-i7-12700t-16gb-ssd512gb-uhdg-77-1913124/,Код товара: 1913124,,"Компьютер Lenovo ThinkCentre Tiny M70q-3, Intel Core i7 12700T, DDR4 16ГБ, 512ГБ(SSD), Intel UHD Graphics 770, noOS, черный [11usa025cw]",117 850₽,LENOVO,,Intel Core i7 12700T,"1.4 ГГц (4.7 ГГц, в режиме Turbo)",12-ядерный,Intel Q670,"16 ГБ, DDR4, DIMM",,интегрированный,Intel UHD Graphics 770,512 ГБ,Gigabit Ethernet,noOS,,1,1,1,1,,,slim,,черный,1.32 кг,179 х 36.5 х 182.9 мм,Гарантия СЦ производителя,12 мес.,0.5x0.151x0.277 м,4.01 кг,,,,,,,1,внешний,,4 шт,,,1,,,,,,,,,,,,,,1 ГГц и 3.4 ГГЦ в режиме Turbo,8,4,,в комплекте,с русскими буквами,в комплекте,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-lenovo-thinkcentre-tiny-m70q-3-slim-i5-12500t-16gb-ssd512gb-uhdg-77-1913117/,Код товара: 1913117,,"Компьютер Lenovo ThinkCentre Tiny M70q-3, Intel Core i5 12500T, DDR4 16ГБ, 512ГБ(SSD), Intel UHD Graphics 770, noOS, черный [11usa026cw]",91 350₽,LENOVO,,Intel Core i5 12500T,"2 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel Q670,"16 ГБ, DDR4, DIMM, 3200 МГц",,интегрированный,Intel UHD Graphics 770,512 ГБ,Gigabit Ethernet,noOS,,1,5,1,1,,,slim,,черный,1.32 кг,179 х 36.5 х 182.9 мм,Гарантия продавца,12 мес.,0.501x0.148x0.273 м,2.5 кг,,,,,,,1,внешний,,,,,1,,,,,,,,,,,,,,,,,,в комплекте,с русскими буквами,в комплекте,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-msi-pro-dp180-13-042ru-i5-13400f-8gb-ssd512gb-w11pro-chernyi-1912960/,Код товара: 1912960,,"Мини ПК MSI Pro DP180 13-042RU, Intel Core i5 13400, DDR4 8ГБ, 512ГБ(SSD), Intel UHD Graphics 730, CR, Windows 11 Professional, черный [9s6-b0a721-042]",76 200₽,MSI,,Intel Core i5 13400,"2.5 ГГц (4.6 ГГц, в режиме Turbo)",10-ядерный,H610,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,512 ГБ,1 x 2.5Gigabit + 1 х Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),4,3,1,1,1,1,,500 Вт,черный,7.59 кг,168 х 323 х 369 мм,Гарантия СЦ производителя,12 мес.,0.46x0.23x0.48 м,7.4 кг,1,,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,,внутренний,встроенный,,,,,,,1,,2 слота DIMM,,,,,,,,,1.8 ГГц и 3.3 ГГЦ в режиме Turbo,6,4,,,,,,,,1,,,,microSD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-msi-pro-dp180-13sa-041ru-i5-13400f-8gb-ssd512gb-gtx1660-2gb-w1-1912956/,Код товара: 1912956,,"Мини ПК MSI Pro DP180 13SA-041RU, Intel Core i5 13400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, Windows 11 Professional, черный [9s6-b0a721-041]",99 300₽,MSI,,Intel Core i5 13400F,"2.5 ГГц (4.6 ГГц, в режиме Turbo)",10-ядерный,H510,"8 ГБ, DDR4, SO-DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),6,4,1,1,1,1,,500 Вт,черный,5.43 кг,97 х 340 х 430.2 мм,Гарантия СЦ производителя,12 мес.,0.45x0.235x0.48 м,7.71 кг,1,Установлена видеокарта MSI GeForce GTX 1650 D6 AERO ITX OCV1,есть,802.11 a/b/g/n/ac,есть,v5.2,,внутренний,,,,,,,,,,2 слота SO-DIMM,,,,,,,,,1.8 ГГц и 3.3 ГГЦ в режиме Turbo,6,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gs-mt-i5-12400f-16gb-ssd1tb-rx-6600-8gb-dos-chernyi-1912658/,Код товара: 1912658,,"Компьютер iRU Game 510B6GS, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), AMD Radeon RX 6600 - 8192 Мб, Free DOS, черный [1912658]",85 400₽,,,,,,,,,,,,,Free DOS,1 (комбинированный),2,4,1,3,1,1,miditower,650 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.47x0.27x0.38 м,7.8 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gs-mt-i5-12400f-16gb-ssd1tb-rtx3060ti-8gb-dos-chernyi-1912656/,Код товара: 1912656,,"Компьютер iRU Game 510B6GS, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060Ti - 8192 Мб, Free DOS, черный [1912656]",105 800₽,IRU,Socket 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060Ti - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,3,1,1,miditower,650 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.465x0.275x0.385 м,7.8 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gs-mt-i5-12400f-16gb-ssd1tb-rtx3060-12gb-dos-chernyi-1912655/,Код товара: 1912655,,"Компьютер iRU Game 510B6GS, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Free DOS, черный [1912655]",95 900₽,IRU,Socket 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,3,1,1,miditower,650 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.47x0.27x0.38 м,7.8 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gs-mt-i5-12400f-16gb-ssd1tb-rtx3060-12gb-w11pro64-che-1912654/,Код товара: 1912654,,"Компьютер iRU Game 510B6GS, Intel Core i5 12400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Windows 11 Professional, черный [1912654]",108 500₽,IRU,Socket 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Windows 11 Professional,1 (комбинированный),2,4,1,3,1,1,miditower,650 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.465x0.28x0.385 м,7.8 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
