link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Сокет процессора,Процессор,"Процессор, частота",Количество ядер процессора,Чипсет материнской платы,Оперативная память,Максимальный объем оперативной памяти,Тип графического контроллера,Графика,Объем SSD,Тип кабельной сети (разъем RJ-45),Операционная система,Разъемов PS/2,Разъемов USB 2.0,Разъемов USB 3.0,Разъемов HDMI,Разъемов DisplayPort,Разъем для микрофона,Разъем для наушников,Тип корпуса,Блок питания,Цвет корпуса,Вес товара,Размеры корпуса (ШхВхГ),Гарантийное,Гарантия,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Разъемов D-Sub,Особенности графического контроллера,Поддержка Wi-Fi,Стандарт Wi-Fi,Поддержка Bluetooth,Стандарт Bluetooth,Разъемов USB 3.0 (Type-C),Тип блока питания,Кард-ридер,Разъемов USB 3.1,Разъемов USB 2.0 (Type-C),Разъемов DVI,Разъем наушники/микрофон,Разъемов USB 3.2 (Type-C),Жесткий диск,Разъемов USB 3.1 (Type-C),Отделка корпуса,Особенности оперативной памяти,Особенности жестких дисков,Комплектация,Страна производства,Число ядер GPU,Разъемов Thunderbolt 3,Входное напряжение (мин),Входное напряжение (макс),Тип вилки,Частота энергоэффективных ядер,Количество высокопроизводительных ядер,Количество энергоэффективных ядер,Разрядность ОС,Клавиатура,Клавиатура с русскими буквами,Мышь,Объем второго SSD,Частота электросети,Особенности ОС,Разъемов RS-232,Особенности,Разъемов Thunderbolt 4,Разъемов USB 4.0,Поддержка карт памяти,Экран с поддержкой 3D,Возможность монтажа в стойку,Оптический привод,Монитор в комплекте,Встроенные динамики,Размер крепления VESA,Дополнительно в комплекте,Особенности процессора,Поддержка Intel Optane,Буферная память HDD,Модель монитора,Диагональ экрана,Разрешение экрана,Яркость экрана,Время отклика,Угол обзора
https://www.citilink.ru/product/pk-iru-game-520b5gm-mt-ryzen-5-5600x-16gb-1tb-7-2k-ssd250gb-rx-6600-8g-1639084/,5,2,"Компьютер iRU Game 520B5GM, AMD Ryzen 5 5600X, DDR4 16ГБ, 1ТБ, 250ГБ(SSD), AMD Radeon RX 6600 - 8192 Мб, Windows 10 Home, черный [1639084]",115 100₽,IRU,Socket AM4,AMD Ryzen 5 5600X,"3.7 ГГц (4.6 ГГц, в режиме Turbo)",6-ядерный,AMD B550,"16 ГБ, DDR4, DIMM, 3000 МГц",64 ГБ,дискретный,AMD Radeon RX 6600 - 8192 Мб,250 ГБ,Gigabit Ethernet,Windows 10 Home,1 (клавиатура),2,4,1,,1,1,miditower,500 Вт,черный,7 кг,210 х 392 х 428 мм,Гарантия СЦ производителя,36 мес.,0.54x0.26x0.58 м,9.2 кг,1,,,,,,,внутренний,,,,1,,,"1024 ГБ, 7200 об/мин",,,,,,,,,,,,,,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5-twr-core-i9-11900f-32gb-ssd1tb-rtx3090-24gb-dos-cher-1634741/,Код товара: 1634741,,"Компьютер iRU Game 510B5, Intel Core i9 11900F, DDR4 32ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3090 - 24576 Мб, Free DOS, черный [1634741]",379 900₽,IRU,LGA 1200,Intel Core i9 11900F,"2.5 ГГц (5.2 ГГц, в режиме Turbo)",8-ядерный,Intel z590,"32 ГБ, DDR4, DIMM, 3000 МГц",128 ГБ,дискретный,NVIDIA GeForce RTX 3090 - 24576 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,,,4,1,,1,1,fulltower,850 Вт,черный,8 кг,215 х 470 х 425 мм,Гарантия СЦ производителя,36 мес.,0.54x0.26x0.58 м,9.2 кг,,,,,,,,,,2 шт,,,,,", SATA III",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-lenovo-ideacentre-g5-14iob6-i5-11400f-8gb-ssd256gb-gtx1660-super-6g-1631227/,Код товара: 1631227,,"Компьютер Lenovo IdeaCentre G5 14IOB6, Intel Core i5 11400F, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, noOS, черный [90re00hkrs]",57 400₽,LENOVO,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B460,"8 ГБ, DDR4, DIMM, 2933 МГц",32 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,256 ГБ,Gigabit Ethernet,noOS,,4,1,2,1,,1,,380 Вт,черный,6 кг,145 х 365 х 292.2 мм,Гарантия поставщика,12 мес.,0.39x0.245x0.525 м,7.8 кг,1,,,,,,,внутренний,,1 шт,,1,1,,,,,2 слота DIMM,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,
https://www.citilink.ru/product/pk-iru-game-525-mt-ryzen-5-3600-16gb-1tb-7-2k-ssd240gb-gtx1660-super-6-1625219/,Код товара: 1625219,,"Компьютер iRU Game 525, AMD Ryzen 5 3600, DDR4 16ГБ, 1ТБ, 240ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, Windows 10 Home, черный [1625219]",108 500₽,IRU,Socket AM4,AMD Ryzen 5 3600,"3.6 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,AMD B450,"16 ГБ, DDR4, DIMM, 2400 МГц",32 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,240 ГБ,Gigabit Ethernet,Windows 10 Home,1 (клавиатура),2,4,1,,1,1,miditower,600 Вт,черный,7 кг,190 х 460 х 425 мм,Гарантия СЦ производителя,36 мес.,0.54x0.25x0.57 м,9.2 кг,1,,,,,,,внутренний,,,,1,,,"1024 ГБ, 7200 об/мин",,,,,,,,,,,,,,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i3-10100-8gb-1tb-7-2k-ssd240gb-uhdg-630-w10pro6-1623387/,5,3,"Компьютер iRU Home 310H5SE, Intel Core i3 10105, DDR4 8ГБ, 1ТБ, 240ГБ(SSD), Intel UHD Graphics 630, Windows 10 Professional, черный [1623387]",55 100₽,IRU,LGA 1200,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,Intel UHD Graphics 630,240 ГБ,Gigabit Ethernet,Windows 10 Professional,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.54x0.25x0.58 м,9.4 кг,1,,,,,,,,,,,,,,"1024 ГБ, 7200 об/мин",,,,,,,,,,,,,,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-510b5gm-mt-i7-10700-8gb-ssd480gb-uhdg-630-dos-chernyi-1621685/,Код товара: 1621685,,"Компьютер iRU Office 510B5GM, Intel Core i7 10700, DDR4 8ГБ, 480ГБ(SSD), Intel UHD Graphics 630, Free DOS, черный [1621685]",75 600₽,IRU,LGA 1200,Intel Core i7 10700,"2.9 ГГц (4.8 ГГц, в режиме Turbo)",8-ядерный,Intel B560,"8 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,интегрированный,Intel UHD Graphics 630,480 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,miditower,500 Вт,черный,7 кг,210 х 392 х 428 мм,Гарантия СЦ производителя,36 мес.,0.54x0.26x0.58 м,9.2 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-msi-trident-3-a-11si-077xru-usff-i5-11400f-16gb-ssd512gb-gtx1660-su-1618181/,4,1,"Компьютер MSI Trident 3 A 11SI-077XRU, Intel Core i5 11400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, noOS, белый [9s6-b93512-098]",77 200₽,MSI,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,3,1,1,1,1,ultra small form factor,230 Вт,белый,3.17 кг,108.9 х 353.76 х 251.56 мм,Гарантия СЦ производителя,12 мес.,0.45x0.17x0.32 м,5.9 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,2,внешний,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gm-mt-i5-10400f-16gb-ssd500gb-rtx2060-super-8gb-dos-c-1613738/,Код товара: 1613738,,"Компьютер iRU Game 510B5GM, Intel Core i5 10400F, DDR4 16ГБ, 500ГБ(SSD), NVIDIA GeForce RTX 2060 Super - 8192 Мб, Free DOS, черный [1613738]",144 300₽,IRU,LGA 1200,Intel Core i5 10400F,"2.9 ГГц (4.3 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3000 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 2060 Super - 8192 Мб,500 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,minitower,600 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.46x0.3x0.39 м,9.2 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i3-10100-4gb-ssd240gb-uhdg-630-dos-chernyi-1610371/,Код товара: 1610371,,"Компьютер iRU Home 310H5SE, Intel Core i3 10100, DDR4 4ГБ, 240ГБ(SSD), Intel UHD Graphics 630, Free DOS, черный [1610371]",47 600₽,IRU,LGA 1200,Intel Core i3 10100,"3.6 ГГц (4.3 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"4 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,Intel UHD Graphics 630,240 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.54x0.25x0.58 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-gigabyte-game-aorus-model-s-core-i9-11900k-32gb-ssd1tb-2tb-rtx3080-1609153/,Код товара: 1609153,,"Компьютер GIGABYTE Game AORUS MODEL S, Intel Core i9 11900K, DDR4 32ГБ, 2ТБ + 1ТБ(SSD), NVIDIA GeForce RTX 3080 - 10240 Мб, noOS, черный [gb-amsi9n8i-2051]",331 800₽,GIGABYTE,LGA 1200,Intel Core i9 11900K,"3.5 ГГц (5.3 ГГц, в режиме Turbo)",8-ядерный,Intel z590,"32 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce RTX 3080 - 10240 Мб,1024 ГБ,2.5 Gigabit Ethernet,noOS,,2,4,1,1,1,2,small form factor,750 Вт,черный,,190 х 400 х 189 мм,Гарантия СЦ производителя,36 мес.,0.781x0.33x0.56 м,9.2 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.1,2,,,3 шт,,,,,,,,,,,,,,,,,,,,,,,,2048 ГБ,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g10ce-51140f1500-mt-i5-11400f-8gb-ssd512gb-gtx1660ti-6gb-noos-1606954/,Код товара: 1606954,,"Компьютер ASUS G10CE-51140F1500, Intel Core i5 11400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660Ti - 6144 Мб, noOS, серый [90pf02t1-m00ay0]",75 000₽,ASUS,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1660Ti - 6144 Мб,512 ГБ,Gigabit Ethernet,noOS,2 (клавиатура и мышь),2,6,2,1,,,tower,500 Вт,серый,8 кг,180 х 428 х 430 мм,Гарантия продавца,12 мес.,0.53x0.29x0.55 м,13 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,,внутренний,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g10dk-53600x011w-mt-ryzen-5-3600x-8gb-ssd512gb-gtx1660ti-6gb-w-1606948/,Код товара: 1606948,,"Компьютер ASUS G10DK-53600X016W, AMD Ryzen 5 3600X, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660Ti - 6144 Мб, Windows 11 Home, серый [90pf02s1-m006t0]",101 500₽,ASUS,,AMD Ryzen 5 3600X,"3.8 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,AMD B550,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1660Ti - 6144 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Home,1 (комбинированный),,6,2,1,,,tower,500 Вт,серый,8 кг,180 х 428 х 430 мм,Гарантия поставщика,12 мес.,0.54x0.3x0.55 м,13 кг,,,есть,802.11 a/b/g/n/ac,есть,v4.2,,внутренний,,2 шт,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g10dk-a3400g0280-mt-ryzen-5-3400g-8gb-ssd512gb-gtx1660ti-6gb-n-1606946/,Код товара: 1606946,,"Компьютер ASUS G10DK-A3400G0310, AMD Ryzen 5 3400G, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660Ti - 6144 Мб, noOS, серый [90pf02s1-m006r0]",70 600₽,ASUS,,AMD Ryzen 5 3400G,"3.7 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,AMD B550,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1660Ti - 6144 Мб,512 ГБ,Gigabit Ethernet,noOS,1 (комбинированный),,6,2,1,,,tower,500 Вт,серый,8 кг,180 х 428 х 430 мм,Гарантия СЦ производителя,12 мес.,0.54x0.3x0.55 м,13 кг,,,есть,802.11 a/b/g/n/ac,есть,v4.2,,внутренний,,2 шт,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-xc-1660-sff-i3-10105-8gb-2tb-ssd256gb-uhdg-630-cr-lin-c-1604530/,Код товара: 1604530,,"Компьютер Acer Aspire XC-1660, Intel Core i3 10105, DDR4 8ГБ, 2ТБ, 256ГБ(SSD), Intel UHD Graphics 630, Eshell, черный [dt.bgwer.018]",41 900₽,ACER,,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,интегрированный,Intel UHD Graphics 630,256 ГБ,Gigabit Ethernet,Eshell,,4,2,2,,1,1,small form factor,180 Вт,черный,2.3 кг,100 х 295 х 330 мм,Гарантия СЦ производителя,12 мес.,0.5x0.17x0.4 м,5 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,,1 шт,,,,,"2000 ГБ, 7200 об/мин",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-xc-1660-sff-i3-10105-8gb-1tb-ssd256gb-uhdg-630-cr-lin-c-1604499/,Код товара: 1604499,,"Компьютер Acer Aspire XC-1660, Intel Core i3 10105, DDR4 8ГБ, 1000ГБ, 256ГБ(SSD), Intel UHD Graphics 630, Eshell, черный [dt.bgwer.017]",40 900₽,ACER,,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,интегрированный,Intel UHD Graphics 630,256 ГБ,Gigabit Ethernet,Eshell,,4,2,2,,1,1,small form factor,180 Вт,черный,2.3 кг,100 х 295 х 330 мм,Гарантия СЦ производителя,12 мес.,0.5x0.17x0.41 м,5 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,,1 шт,,,,,"1000 ГБ, 7200 об/мин",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-7-4700g-16gb-ssd512gb-gtx1650-4gb-cr-no-1604413/,Код товара: 1604413,,"Компьютер Acer Aspire TC-391, AMD Ryzen 7 4700G, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.00e]",78 400₽,ACER,,AMD Ryzen 7 4700G,"3.6 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,,"16 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,180 Вт,черный,9.55 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.502x0.233x0.415 м,7.84 кг,1,,,,,,,,встроенный,2 шт,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-7-4700g-8gb-1tb-ssd512gb-gtx1650-4gb-cr-1604411/,Код товара: 1604411,,"Компьютер Acer Aspire TC-391, AMD Ryzen 7 4700G, DDR4 8ГБ, 1000ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.00d]",77 200₽,ACER,,AMD Ryzen 7 4700G,"3.6 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,180 Вт,черный,9.55 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.504x0.234x0.415 м,7.84 кг,1,,,,,,,,встроенный,2 шт,,1,,,"1000 ГБ, 7200 об/мин",,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-5-4600g-16gb-ssd512gb-gtx1650-4gb-cr-no-1604405/,Код товара: 1604405,,"Компьютер Acer Aspire TC-391, AMD Ryzen 5 4600G, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.00b]",74 000₽,ACER,,AMD Ryzen 5 4600G,"3.7 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,,"16 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,180 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.494x0.236x0.415 м,7.84 кг,,,,,,,,,встроенный,2 шт,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-3-4300g-16gb-ssd512gb-gtx1650-4gb-cr-no-1604403/,5,1,"Компьютер Acer Aspire TC-391, AMD Ryzen 3 4300G, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.007]",64 000₽,ACER,,AMD Ryzen 3 4300G,"3.8 ГГц (4 ГГц, в режиме Turbo)",4-ядерный,,"16 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,250 Вт,черный,,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.41 м,7.84 кг,1,,,,,,,внутренний,встроенный,2 шт,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-3-4300g-8gb-ssd512gb-gtx1650-4gb-cr-noo-1604402/,Код товара: 1604402,,"Компьютер Acer Aspire TC-391, AMD Ryzen 3 4300G, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.006]",57 990₽,ACER,,AMD Ryzen 3 4300G,"3.8 ГГц (4 ГГц, в режиме Turbo)",4-ядерный,,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,250 Вт,черный,9.55 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.41 м,7.84 кг,1,,,,,,,,встроенный,2 шт,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-3-4300g-8gb-1tb-ssd256gb-gtx1650-4gb-cr-1604399/,Код товара: 1604399,,"Компьютер Acer Aspire TC-391, AMD Ryzen 3 4300G, DDR4 8ГБ, 1000ГБ, 256ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.005]",60 700₽,ACER,,AMD Ryzen 3 4300G,"3.8 ГГц (4 ГГц, в режиме Turbo)",4-ядерный,,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,256 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,250 Вт,черный,9.55 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.41 м,7.84 кг,1,,,,,,,,встроенный,2 шт,,1,,,"1000 ГБ, 7200 об/мин, SATA",,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-381-mt-ryzen-3-4300g-8gb-ssd256gb-gtx1650-4gb-cr-noo-1604394/,Код товара: 1604394,,"Компьютер Acer Aspire TC-391, AMD Ryzen 3 4300G, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, noOS, черный [dg.e2ber.004]",62 170₽,ACER,,AMD Ryzen 3 4300G,"3.8 ГГц (4 ГГц, в режиме Turbo)",4-ядерный,,"8 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,256 ГБ,Gigabit Ethernet,noOS,,2,4,1,,1,1,tower,250 Вт,черный,9.55 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.41 м,7.84 кг,1,,,,,,,,встроенный,2 шт,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-1660-mt-i5-11400f-8gb-ssd512gb-gtx1660-super-6gb-cr-1604251/,Код товара: 1604251,,"Компьютер Acer Aspire TC-1660, Intel Core i5 11400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, CR, Windows 11 Home, черный [dg.bgzer.00y]",87 800₽,ACER,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Home,,4,2,1,,1,1,tower,500 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.4 м,5.3 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,встроенный,1 шт,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-1660-mt-i5-11400f-8gb-ssd512gb-gtx1650-4gb-cr-w11-ch-1604250/,Код товара: 1604250,,"Компьютер Acer Aspire TC-1660, Intel Core i5 11400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, Windows 11 Home, черный [dg.bgzer.00r]",75 000₽,ACER,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,Windows 11 Home,,4,2,1,,1,1,tower,500 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.24x0.4 м,5.3 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,встроенный,1 шт,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-1660-mt-i3-10105-8gb-1tb-ssd256gb-gtx1650-4gb-cr-w11-1604248/,Код товара: 1604248,,"Компьютер Acer Aspire TC-1660, Intel Core i3 10105, DDR4 8ГБ, 1000ГБ, 256ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, Windows 11 Home, черный [dg.bgzer.00x]",57 990₽,ACER,,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,256 ГБ,Gigabit Ethernet,Windows 11 Home,,4,2,1,,1,1,tower,500 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.23x0.41 м,8.5 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,встроенный,1 шт,,1,,,"1000 ГБ, 7200 об/мин",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-1660-mt-i3-10105-8gb-ssd256gb-gtx1650-4gb-cr-w11-che-1604245/,Код товара: 1604245,,"Компьютер Acer Aspire TC-1660, Intel Core i3 10105, DDR4 8ГБ, 256ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, CR, Windows 11 Home, черный [dg.bgzer.00n]",54 990₽,ACER,,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"8 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,256 ГБ,Gigabit Ethernet,Windows 11 Home,,4,2,1,,1,1,tower,500 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.24x0.41 м,8.5 кг,,,есть,802.11 a/b/g/n/ac,есть,,,,встроенный,1 шт,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
