link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-12uek-i5-12500h-8gb-ssd512gb-rtx-3060-6gb-15-6-1835023/,4.6,8.0,"Ноутбук игровой MSI Pulse GL66 12UEK-289XRU, 15.6"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ, Free DOS, серый [9s7-158314-289]",105 990₽,Li-Pol,"15.6 """,0.9 Мп,144 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",64 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ,Intel Core i5 12500H,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",12-ядерный,16 шт,4.0,9 МБ,18 МБ,Intel 7,Alder Lake,"есть, v5.2",1.0,2.0,10 Гбит/с,1.0,5 Гбит/с,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,12 мес.,,53.5 Wh,,пластик и металл,серый,359 х 259 х 23.9 мм,2.25 кг,0.525x0.1x0.335 м,4.4 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,240 Вт,,105 Вт,есть,есть,Reflex,,да,God of War | Overwatch 2 | Apex Legends | Destiny 2 | Stray | Fortnite | Ведьмак 3 | Civilization VI |Gta 5 | World of Tanks | League of Legends,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-chuwi-corebook-x-i3-10110u-8gb-ssd512gb-14-2k-w11h-1775350/,4.8,18.0,"Ноутбук CHUWI Corebook X 14, 14"", IPS, Intel Core i3 10110U 2.1ГГц, 2-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый",35 990₽,Ноутбук,"14 """,0.9 Мп,,2K,,,,IPS,IPS,3:2,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 10110U,"2.1 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,0.5 МБ,4 МБ,14 нм,Comet Lake,"есть, v5.2",,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,,стереодинамики,русский/английский,черный,нет,есть,белая,,12 мес.,4000 mAh,46.2 Wh,,металл,серый,310 х 229.5 х 20.6 мм,1.5 кг,0.37x0.07x0.34 м,2.062 кг,,,,,"есть, поддержкаmicroSD",,,,,,,есть,,11.55 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-i5-1135g7-16gb-ssd512gb-14-ips-w11h-grey-1892716/,4.9,9.0,"Ноутбук Huawei MateBook D 16 RLEF-X, 16"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ LPDDR4x, 512ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый [53013eus]",76 990₽,Li-Pol,"16 """,2 Мп,60 Гц,,300 кд/м2,1200.0,матовая,IPS,IPS,16:10,"16 ГБ, LPDDR4x",,,,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i5 12450H,"2 ГГц (4.4 ГГц, в режиме Turbo)",8-ядерный,12 шт,4.0,7 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,2.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,12 мес.,,60 Wh,"Ноутбук, Мини-адаптер питания USB-C 65 Вт, Кабель USB-C для адаптера питания, Краткое руководство пользователя, Гарантийный талон",металл,серый,356.7 х 248.7 х 18.4 мм,1.71 кг,0.52x0.065x0.31 м,2.5 кг,,,1 шт,,,,,,есть,,,,есть (Fingerprint),,"Мини-адаптер питания USB-C 65 Вт совместим с ноутбуками и телефонами, оснащенными портом USB-C",,178 °,,,,,4.0,2,,,,есть,90 %,есть,NVMe,,есть,65 Вт,,,,,,,,,4.0,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w11h-sil-1892727/,5,17.0,"Ноутбук Huawei MateBook D 14 NbDE-WDH9, 14"", IPS, Intel Core i5 1155G7 2.5ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, серебристый [53013nyy]",54 990₽,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1155G7,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,металл,серебристый,322.5 х 214.8 х 15.9 мм,1.38 кг,0.47x0.065x0.28 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,Скрываемая HD-камера,,178 °,45 %,,,,2.0,2,4 cell,,,есть,84 %,,,,есть,,активное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-sword-17-a11ud-i7-11800h-16gb-ssd512gb-rtx-3050-ti-4gb-17-1800399/,4.9,12.0,"Ноутбук игровой MSI Sword 17 A11UD-808XRU, 17.3"", IPS, Intel Core i7 11800H 2.3ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ, Free DOS, белый [9s7-17l213-808]",99 990₽,Li-Pol,"17.3 """,1920х1080,144 Гц,FHD,,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4",64 ГБ,,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3050 Ti для ноутбуков - 4 ГБ,Intel Core i7 11800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,"есть, v5.2",1.0,2.0,5 Гбит/с,1.0,5 Гбит/с,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,белый,есть,есть,синяя,,12 мес.,,53.5 Wh,,,белый,398 х 273 х 25.2 мм,2.6 кг,0.57x0.1x0.35 м,5.9 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,,,,,3 cell,,,,,,,,,,,,есть,есть,Reflex,,да,Apex Legends | Call of Duty Warzone | Destiny 2 | Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends | Diablo IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-a-data-xpg-xenia-15kc-i7-11800h-32gb-ssd1tb-rtx-3070-15-6-qhd-1840693/,4.8,11.0,"Ноутбук игровой ADATA XPG Xenia 15KC, 15.6"", IPS, Intel Core i7 11800H 2.3ГГц, 8-ядерный, 32ГБ DDR4, 1ТБ SSD, NVIDIA GeForce RTX 3070 для ноутбуков - 8 ГБ, Windows 10 Home, черный [xenia15i7g11h3070lx-bkcru]",109 191,Ноутбук,"15.6 """,0.9 Мп,165 Гц,QHD,300 кд/м2,,матовая,IPS,IPS,16:9,"32 ГБ, DDR4, 3200 МГц",64 ГБ,2.0,есть,1024 ГБ,дискретный,NVIDIA GeForce RTX 3070 для ноутбуков - 8 ГБ,Intel Core i7 11800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,"есть, v5.2",,,5 Гбит/с,,40 Гбит/с,Windows 10 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,RGB,Touchpad,12 мес.,,94 Wh,,,черный,356.4 х 233.8 х 20.5 мм,1.94 кг,0.43x0.1x0.37 м,4.15 кг,есть,PCI-E 3.0 M.2 2280,2 шт,1 шт,"есть, поддержкаSD",,3.0,,есть,64-bit,,,,,,,,,2 шт,PCI-E 4.0 x4 M.2 2280,2.1,,,,,,,,,NVMe,,,,активное,125 Вт,есть,есть,Reflex,,да,World of Warcraft | Resident Evil 4 Remake | Dying Light 2 Stay Human | Elden Ring | Forza Horizon 5 | Metro Exodus | Resident Evil Village | SCUM | The Callisto Protocol | Control | FIFA 23 |Cyberpunk 2077 | Genshin Impact | God of War | Marvel's Spider-Man Remastered | Overwatch 2 | PUBG | Red Dead Redemption 2 | Uncharted Legacy of Thieves Collection | Apex Legends | Call of Duty Warzone | Destiny 2 | Stray | Path of Exile | Fortnite | Ведьмак 3 | Civilization VI | Lost Ark |Gta 5 | World of Tanks | League of Legends | Atomic Heart | Diablo IV | Star Wars Jedi: Survivor,,,,,,100 %,1.0,да,есть,7 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-pro-fortis-m-ryzen-5-5600u-8gb-ssd512gb-vega-7-15-6-ips-1828583/,4.7,17.0,"Ноутбук Digma Pro Fortis M, 15.6"", IPS, AMD Ryzen 5 5600U 2.3ГГц, 6-ядерный, 8ГБ 512ГБ SSD, AMD Radeon Vega 7, Windows 11 Professional, серый [dn15r5-8dxw02]",47 000₽,Ноутбук,"15.6 """,2 Мп,,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, 3200 МГц",,,,512 ГБ,интегрированный,AMD Radeon Vega 7,AMD Ryzen 5 5600U,"2.3 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,3 МБ,16 МБ,7 нм,Cezanne,"есть, v5.0",1.0,,5 Гбит/с,1.0,20 Гбит/с,Windows 11 Professional,да,да,встроенная,1,стереодинамики,русский/английский,черный,есть,есть,белая,,12 мес.,4250 mAh,48.5 Wh,,пластик и металл,серый,359.1 х 246.2 х,,0.47x0.125x0.335 м,2.812 кг,есть,"2.5"" SATA",1 шт,1 шт,"есть, поддержкаmicroSD",10/100/1000 (Gigabit Ethernet) Мбит/с,1.0,1.0,есть,64-bit,Multi Language,есть,есть (Fingerprint),11.4 V,Полнофункциональный разъём Type-C. Подсветка клавиатуры. Сканер отпечатка пальцев. Металлическая крышка. Слот для дополнительного накопителя памяти. Kensington lock.,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1135g7-8gb-ssd256gb-15-6-ips-fhd-w11h-sil-1892725/,4.7,15.0,"Ноутбук Huawei MateBook D 14 NbD-WDI9, 14"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый космос [53013plu]",43 990₽,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,металл,серый космос,322.5 х 214.8 х 15.9 мм,1.38 кг,0.47x0.065x0.28 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,Скрываемая HD-камера,,178 °,,,,,2.0,2,4 cell,,,есть,84 %,есть,,,есть,,активное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-x515ea-ej1413-pg-7505-8gb-ssd256gb-15-6-tn-fhd-noos-1648859/,5,5.0,"Ноутбук ASUS VivoBook X515EA-EJ1413, 15.6"", TN, Intel Pentium Gold 7505 2ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, серый [90nb0ty1-m00ku0]",34 690,Li-Ion,"15.6 """,0.3 Мп,60 Гц,FHD,200 кд/м2,,матовая,TN,TN,16:9,"8 ГБ, DDR4",12 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Pentium Gold 7505,"2 ГГц (3.5 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,4 МБ,10 нм,Tiger Lake,"есть, v4.1",2.0,1.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,да,,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,37 Wh,,высококачественный пластик,серый,360 х 235 х 19.9 мм,1.8 кг,0.48x0.065x0.286 м,2.515 кг,есть,"2.5"" SATA",2 шт,1 шт,,,,,,,,,,,,,178 °,45 %,,PCI-E 3.0 M.2 2280,1.4,,,2 cell,матовая,матовая,,83 %,,,,,,,,,,,,,,,,,,,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-msi-modern-14-c5m-ryzen-5-5625u-8gb-ssd512gb-14-ips-fhd-dos-gr-1848462/,4.2,11.0,"Ноутбук MSI Modern 14 C5M-011XRU, 14"", IPS, AMD Ryzen 5 5625U 2.3ГГц, 6-ядерный, 8ГБ DDR4, 512ГБ SSD, AMD Radeon , Free DOS, черный [9s7-14jk12-011]",45 990₽,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",,,,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 5 5625U,"2.3 ГГц (4.3 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,3 МБ,16 МБ,7 нм,Barcelo,"есть, v5.2",2.0,,10 Гбит/с,,10 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,39.3 Wh,,алюминий,черный,319.9 х 223 х 19.35 мм,1.4 кг,0.43x0.076x0.28 м,2.48 кг,,,1 шт,,"есть, поддержкаmicroSD",,1.0,,,,,,,,,,,,,M.2 2280,,,,3 cell,,,,,,,,,65 Вт,,,,,,,,,,4K/30Гц,1.0,есть,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-pro-pactos-p-r5-8-256-dos-citi-ryzen-5-3500u-8gb-ssd256g-1783764/,4.3,14.0,"Ноутбук Digma EVE 15 C423, 15.6"", IPS, AMD Ryzen 5 3500U 2.1ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, AMD Radeon Vega 8, Windows 11 Professional, серый космос [dn15r5-8cxw03]",34 571,Ноутбук,"15.6 """,2 Мп,,FHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,256 ГБ,интегрированный,AMD Radeon Vega 8,AMD Ryzen 5 3500U,"2.1 ГГц (3.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,2 МБ,4 МБ,12 нм,Picasso,"есть, v5.0",1.0,,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Professional,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,4000 mAh,45.6 Wh,,пластик,серый космос,359 х 239 х 21 мм,1.7 кг,0.412x0.077x0.293 м,2.816 кг,,,,,"есть, поддержкаmicroSD",,,,,64-bit,Multi Language,,,11.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-12450h-16gb-ssd512gb-15-6-ips-3k-w10tr-1808579/,4.7,12.0,"Ноутбук Xiaomi Redmibook Pro, 15.6"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ LPDDR5, 512ГБ SSD, Intel UHD Graphics , Windows 10 trial (для ознакомления), серебристый [rma2202-ai]",112 010₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 Wh,,алюминий,серебристый,350.1 х 242.3 х 17.9 мм,1.79 кг,0.45x0.07x0.32 м,1.9 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-8gb-ssd512gb-15-6-ips-fhd-w11h-1775353/,4.9,8.0,"Ноутбук CHUWI Corebook Xpro, 15.6"", IPS, Intel Core i5 10210U 1.6ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый",44 990₽,Ноутбук,"15.6 """,0.9 Мп,,FHD,,,,IPS,IPS,16:9,"8 ГБ, DDR4, 2400 МГц",,,,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i5 10210U,"1.6 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,1 МБ,6 МБ,14 нм,Comet Lake,"есть, v4.2",1.0,2.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,1,стереодинамики,русский/английский,черный,есть,есть,,,12 мес.,6060 mAh,69.993 Wh,,алюминий,серый,359.4 х 241.5 х 17.9 мм,1.78 кг,0.41x0.07x0.35 м,2.62 кг,,,,,"есть, поддержкаSD",10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,есть,,11.55 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-chuwi-corebook-14-8-512-i5-1035g1-8gb-ssd512gb-14-ips-2k-w11-g-1878697/,4.6,8.0,"Ноутбук CHUWI Corebook 14, 14"", IPS, Intel Core i5 1035G4 1.1ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Plus graphics , Windows 11 Home, серый",38 990₽,Ноутбук,"14 """,0.9 Мп,,FHD+,,,матовая,IPS,IPS,16:10,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Plus graphics,Intel Core i5 1035G4,"1.1 ГГц (3.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,2 МБ,6 МБ,10 нм,Ice Lake,"есть, v5.2",,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,,стереодинамики,русский/английский,черный,нет,есть,белая,,12 мес.,4000 mAh,46.2 Wh,,пластик,серый,310 х 229.5 х 20.6 мм,1.5 кг,0.42x0.07x0.3 м,2.64 кг,,,,,"есть, поддержкаmicroSD",,,,,,,есть,,11.55 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-digma-pro-pactos-p-r3-16-512-w11-citi-ryzen-3-3200u-16gb-ssd51-1783763/,4.4,8.0,"Ноутбук Digma EVE 15 C423, 15.6"", IPS, AMD Ryzen 3 3200U 2.6ГГц, 2-ядерный, 16ГБ DDR4, 512ГБ SSD, AMD Radeon Vega 3, Windows 11 Professional, серый космос [nr315adxw01]",41 500₽,Ноутбук,"15.6 """,2 Мп,,FHD,,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4",,,,512 ГБ,интегрированный,AMD Radeon Vega 3,AMD Ryzen 3 3200U,"2.6 ГГц (3.5 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,1 МБ,4 МБ,14 нм,Picasso,"есть, v5.0",1.0,,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Professional,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,4000 mAh,45.6 Wh,,пластик,серый космос,359 х 239 х 21 мм,1.7 кг,0.41x0.08x0.3 м,2.04 кг,,,,,"есть, поддержкаmicroSD",,,,,64-bit,Multi Language,,,11.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
