link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-lenovo-thinkpad-l13-g2-i5-1135g7-8gb-ssd256gb-13-3-ips-fhd-noo-1913063/,Код товара: 1913063,,"Ноутбук Lenovo ThinkPad L13 G2, 13.3"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel Iris Xe graphics , без операционной системы, черный [20vja2u4cd]",104 990₽,Li-Pol,"13.3 """,0.9 Мп,,FHD,250 кд/м2,800,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",,,,256 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",,2,20 Гбит/с,,40 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,46 Wh,,пластик и алюминий,черный,311.5 х 219 х 17.6 мм,1.39 кг,0.43x0.075x0.285 м,2.4 кг,есть,,1 шт,,"есть, поддержкаmicroSD",,,,есть,,,,есть (Fingerprint),,мультитач,есть,170 °,,,PCI-E 3.0 x4 M.2 2242,2.0,2,2 x 2 Вт,,,,,,,,,есть,,,,,,,,,,,3840x2160/60Гц,1,есть,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-thinkpad-l13-g2-i5-1135g7-16gb-ssd512gb-13-3-ips-fhd-no-1913062/,Код товара: 1913062,,"Ноутбук Lenovo ThinkPad L13 G2, 13.3"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , без операционной системы, черный [20vja2u5cd]",121 080,Li-Pol,"13.3 """,0.9 Мп,,FHD,250 кд/м2,800,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",,2,10 Гбит/с,,40 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,46 Wh,,пластик и алюминий,черный,311.5 х 219 х 17.6 мм,1.39 кг,0.43x0.075x0.285 м,2.4 кг,есть,,1 шт,,"есть, поддержкаmicroSD",,,,есть,,,,есть (Fingerprint),,мультитач,,170 °,,,PCI-E 3.0 x4 M.2 2280,2.0,2,2 x 2 Вт,,,,,,,,,есть,45 Вт,,,,,,,,,,"3840x2160/60Гц по HDMI, 5120x3200/60Гц по USB-C",1,есть,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-k14-gen-1-i7-1165g7-8gb-ssd512gb-14-ips-fhd-noos-black-1913051/,Код товара: 1913051,,"Ноутбук Lenovo K14 Gen 1, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , без операционной системы, черный [21css1bk00]",109 470,Li-Pol,"14 """,0.9 Мп,,FHD,300 кд/м2,700,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",32 ГБ,2,есть,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1165G7,"2.8 ГГц (4.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.1",1,1,5 Гбит/с,2,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,45 Wh,,высококачественный пластик,черный,324.2 х 215.2 х 17.65 мм,1.5 кг,0.485x0.07x0.295 м,2.25 кг,есть,"2.5"" SATA",1 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,мультитач,есть,170 °,45 %,1 шт,PCI-E 3.0 x4 M.2 2242,,2,2 x 1.5 Вт,,,,,,,,,есть,,,,,,,,,,,3840x2160/30Гц,,есть,,,,,,9 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-k14-gen-1-i7-1165g7-8gb-ssd256gb-14-ips-fhd-noos-black-1913049/,4,1,"Ноутбук Lenovo K14 Gen 1, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel Iris Xe graphics , без операционной системы, черный [21css1bh00]",93 820,Li-Pol,"14 """,0.9 Мп,,FHD,300 кд/м2,700,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",32 ГБ,2,есть,256 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1165G7,"2.8 ГГц (4.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.1",1,1,5 Гбит/с,2,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,45 Wh,,высококачественный пластик,черный,324.2 х 215.2 х 17.65 мм,1.5 кг,0.485x0.07x0.295 м,2.25 кг,есть,"2.5"" SATA",1 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,мультитач,есть,170 °,45 %,1 шт,PCI-E 3.0 x4 M.2 2242,,2,2 x 1.5 Вт,,,,,,,,,есть,,,,,,,,,,,3840x2160/30Гц,,есть,,,,,,9 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-lenovo-k14-gen-1-i7-1165g7-16gb-ssd1tb-14-ips-fhd-noos-black-1913014/,Код товара: 1913014,,"Ноутбук Lenovo K14 Gen 1, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ DDR4, 1ТБ SSD, Intel Iris Xe graphics , без операционной системы, черный [21css1bj00]",120 890,Li-Pol,"14 """,0.9 Мп,,FHD,300 кд/м2,700,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",32 ГБ,2,есть,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1165G7,"2.8 ГГц (4.7 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.1",1,1,5 Гбит/с,2,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,45 Wh,,высококачественный пластик,черный,324.2 х 215.2 х 17.65 мм,1.5 кг,0.485x0.07x0.295 м,2.25 кг,есть,"2.5"" SATA",1 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,мультитач,есть,170 °,45 %,1 шт,PCI-E 3.0 x4 M.2 2242,,2,2 x 1.5 Вт,,,,,,,,,есть,,,,,,,,,,,3840x2160/30Гц,,есть,,,,,,9 ч,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-14tlh-i5-1135g7-8gb-ssd1tb-14-1-ips-fhd-dos-black-4-1912679/,Код товара: 1912679,,"Ноутбук iRU Калибр 14TLH, 14.1"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ 1ТБ SSD, Intel Iris Xe , Free DOS, серый [1912679]",49 600₽,Ноутбук,"14.1 """,1920х1080,,FHD,,,матовая,IPS,IPS,16:9,8 ГБ,,,,1024 ГБ,интегрированный,Intel Iris Xe,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,есть,,,5 Гбит/с,,,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,,,,,12 мес.,4500 mAh,,,,серый,,,0.45x0.065x0.275 м,2.2 кг,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-14tlh-i5-1135g7-8gb-ssd256gb-14-1-ips-fhd-dos-black-1912675/,Код товара: 1912675,,"Ноутбук iRU Калибр 14TLH, 14.1"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ 256ГБ SSD, Intel Iris Xe , Free DOS, серый [1912675]",46 200₽,Ноутбук,"14.1 """,1920х1080,,FHD,,,матовая,IPS,IPS,16:9,8 ГБ,,,,256 ГБ,интегрированный,Intel Iris Xe,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,есть,,,5 Гбит/с,,,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,,,,,12 мес.,4500 mAh,,,,серый,,,0.45x0.065x0.275 м,2.2 кг,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-14tlh-i3-1115g4-8gb-ssd1tb-14-1-ips-fhd-dos-grey-45-1912669/,Код товара: 1912669,,"Ноутбук iRU Калибр 14TLH, 14.1"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ 1ТБ SSD, Intel Iris Xe , Free DOS, серый [1912669]",40 500₽,Li-Pol,"14.1 """,0.9 Мп,,FHD,,,матовая,IPS,IPS,16:9,8 ГБ,,,,1024 ГБ,интегрированный,Intel Iris Xe,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v4.2",,,5 Гбит/с,,20 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,,12 мес.,4500 mAh,,,пластик,серый,332.5 х 222.5 х 19.8 мм,1.6 кг,0.45x0.065x0.275 м,2.2 кг,,,,,есть,,,1,,,,,,11.4 V,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-15tlg-i3-1115g4-8gb-ssd256gb-g4-15-6-ips-fhd-dos-bl-1911352/,Код товара: 1911352,,"Ноутбук iRU Калибр 15TLG, 15.6"", Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics G4, Windows 11 trial (для ознакомления), черный [1911352]",40 300₽,Li-Pol,"15.6 """,2 Мп,,FHD,300 кд/м2,800,матовая,TFT,,16:9,"8 ГБ, DDR4",32 ГБ,2,,256 ГБ,интегрированный,Intel UHD Graphics G4,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.1",,2,,,,Windows 11 trial (для ознакомления),да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,4000 mAh,,,пластик,черный,358.9 х 240.6 х 19.9 мм,1.7 кг,0.275x0.47x0.066 м,2.2 кг,,,,,"есть, поддержкаMicro SD",,,1,,,,,,11.4 V,,,85 °,,,,,,2,,,,,,,,,,57 Вт,активное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-17cla-i5-12500h-16gb-ssd512gb-rtx-3060-6gb-17-3-ips-1911325/,Код товара: 1911325,,"Ноутбук игровой iRU Калибр 17ALC, 17.3"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 16ГБ 512ГБ SSD, NVIDIA GeForce RTX 3060 - 6 ГБ, Free DOS, черный [1911325]",125 000₽,GDDR6,"17.3 """,0.9 Мп,,FHD,,,матовая,IPS,IPS,16:9,16 ГБ,64 ГБ,,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 6 ГБ,Intel Core i5 12500H,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",12-ядерный,16 шт,4,9 МБ,18 МБ,Intel 7,Alder Lake,"есть, v5.2",1,,2 Гбит/с,,,Free DOS,,да,встроенная,1,стереодинамики Sound Blaster Cinema 6+,русский/английский,черный,есть,нет,,Touchpad,12 мес.,3465 mAh,,,,черный,396.9 х 262.9 х 25.8 мм,2.5 кг,0.55x0.1x0.355 м,2.2 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,1,,,,есть,,,,,,,,,,,2,4 cell,,,,,,,,,180 Вт,,,есть,есть,Reflex,1,да,,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-15cla-i5-12500h-16gb-ssd512gb-gtx-1650-4gb-15-6-ips-1911320/,Код товара: 1911320,,"Ноутбук iRU Калибр 15ALC, 15.6"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 16ГБ 512ГБ SSD, NVIDIA GeForce GTX 1650 - 4 ГБ, Free DOS, черный [1911320]",84 800₽,Ноутбук,"15.6 """,0.9 Мп,,FHD,,,,IPS,IPS,16:9,16 ГБ,,,,512 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4 ГБ,Intel Core i5 12500H,"2.5 ГГц (4.5 ГГц, в режиме Turbo)",12-ядерный,16 шт,4,9 МБ,18 МБ,Intel 7,Alder Lake,"есть, v5.2",1,,,,,Free DOS,да,да,встроенная,1,стереодинамики Sound Blaster Cinema 6+,русский/английский,черный,есть,,,,12 мес.,3465 mAh,53.35 Wh,,,черный,361 х 241 х 25 мм,2.2 кг,0.475x0.09x0.315 м,2.2 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,1,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,Reflex,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-17tli-i5-1135g7-8gb-ssd256gb-17-3-ips-fhd-dos-black-1911230/,Код товара: 1911230,,"Ноутбук iRU Калибр 17TLI, 17.3"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ 256ГБ SSD, Intel Iris Xe , Free DOS, серый [1911230]",73 500₽,Li-Pol,"17.3 """,1920х1080,,FHD,,,матовая,IPS,IPS,16:9,8 ГБ,,,,256 ГБ,интегрированный,Intel Iris Xe,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.0",1,2,5 Гбит/с,,,Free DOS,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,4800 mAh,,,,серый,398 х 264 х 19 мм,2.4 кг,0.52x0.07x0.33 м,2.2 кг,,,,,"есть, поддержкаmicroSD",10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,11.4 V,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hp-probook-440-g9-i5-1235u-8gb-ssd512gb-14-ips-fhd-w11pro64-si-1910537/,Код товара: 1910537,,"Ноутбук HP ProBook 440 G9, 14"", UWVA, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Professional, серебристый [6a1x7ea]",144 250₽,Li-Ion,"14 """,1920х1080,,FHD,250 кд/м2,,матовая,IPS,UWVA,16:9,"8 ГБ, DDR4, 3200 МГц",,2,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1235U,"1.3 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,12 шт,2,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.2",,3,5 Гбит/с,1,5 Гбит/с,Windows 11 Professional,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,,12 мес.,,,,алюминий,серебристый,321.9 х 213.9 х 19.9 мм,1.38 кг,0.45x0.07x0.3 м,3 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,64-bit,,,,,,,,,,,,,,3 cell,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-dell-latitude-5520-i5-1135g7-8gb-ssd512gb-15-6-ips-uhd-w10pro-1909809/,Код товара: 1909809,,"Ноутбук DELL Latitude 5520, 15.6"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 10 Professional, серый [5520-3344-2]",114 540,Ноутбук,"15.6 """,3840х2160,60 Гц,UHD,,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",,2,5 Гбит/с,,40 Гбит/с,Windows 10 Professional,да,да,встроенная,комбинированный разъем,стереодинамики Waves MaxxAudio Pro,русский/английский,черный,есть,есть,,Touchpad,12 мес.,,63 Wh,,,серый,357.8 х 233.3 х 19.87 мм,1.59 кг,0.53x0.07x0.33 м,3 кг,,,,,"есть, поддержкаmicroSD",10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,слот замка безопасности,есть,,,,,,,,4 cell,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-iru-kalibr-14tlh-i3-1115g4-8gb-ssd256gb-14-1-ips-fhd-dos-grey-1909150/,4.8,4,"Ноутбук iRU Калибр 14TLH, 14.1"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ 256ГБ SSD, Intel Iris Xe , Free DOS, серый [1909150]",41 500₽,Li-Pol,"14.1 """,0.9 Мп,,FHD,,,матовая,IPS,IPS,16:9,8 ГБ,,,,256 ГБ,интегрированный,Intel Iris Xe,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v4.2",,,5 Гбит/с,,20 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,,12 мес.,4500 mAh,,,пластик,серый,332.5 х 222.5 х 19.8 мм,1.6 кг,0.454x0.068x0.278 м,2.2 кг,,,,,есть,,,1,,,,,,11.4 V,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-hp-250-g9-i5-1235u-8gb-ssd512gb-15-6-fhd-dos-dk-silver-1907735/,Код товара: 1907735,,"Ноутбук HP 250 G9, 15.6"", SVA, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Free DOS, темно-серебристый [6s7b5ea]",69 350₽,Li-Ion,"15.6 """,0.9 Мп,,FHD,250 кд/м2,,матовая,TN,SVA,,"8 ГБ, DDR4, 3200 МГц",,2,есть,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1235U,"1.3 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,12 шт,2,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.0",,2,,,,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,,12 мес.,,41 Wh,,высококачественный пластик,темно-серебристый,358 х 242 х 19.9 мм,1.74 кг,0.518x0.066x0.3 м,2.6 кг,,,,,"есть, поддержкаSD",10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,45 %,1 шт,PCI-E 3.0,1.4b,2,2,3 cell,,,,,,,1,,,,,,,,,,,8,,,,,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-56-52mv-i5-1135g7-8gb-ssd256gb-15-6-tn-fhd-1907721/,Код товара: 1907721,,"Ноутбук Acer Aspire 5 A515-56-52MV, 15.6"", TN, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, черный [nx.a19sa.00e]",55 560,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,,,матовая,TN,TN,16:9,"8 ГБ, DDR4, 3200 МГц",,,,256 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.0",1,2,5 Гбит/с,1,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,английский,черный,есть,нет,,Touchpad,12 мес.,4800 mAh,,"зарядное устройство, руководство пользователя, гарантийный талон",пластик,черный,363.4 х 238.5 х 17.9 мм,1.9 кг,0.48x0.07x0.31 м,2.8 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,,,,,PCI-E 3.0,,,x 2 Вт,,матовая,матовая,,,,,,,,,,,,,,,,,,,,,,,,,7 ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-x1502za-bq1014-i3-1220p-8gb-ssd256gb-15-6-ips-fh-1907717/,Код товара: 1907717,,"Ноутбук ASUS Vivobook 15 X1502ZA-BQ1014, 15.6"", IPS, Intel Core i3 1220P 1.1ГГц, 10-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, серебристый [90nb0vx2-m01h00]",55 990,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 4800 МГц",16 ГБ,1,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1220P,"1.1 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,12 шт,2,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.0",1,2,5 Гбит/с,1,5 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,встроенный динамик,английский,серебристый,есть,нет,,Touchpad,12 мес.,,42 Wh,"зарядное устройство, руководство пользователя, гарантийный талон",высококачественный пластик,серебристый,359.7 х 232.5 х 19.9 мм,1.7 кг,0.48x0.07x0.285 м,2.8 кг,,,,,,,,,,,,,,,,,178 °,45 %,,PCI-E 3.0 M.2 2280,1.4,1,1,3 cell,,,есть,82 %,есть,,,,,активное,,,,,,,,8,,,,,,,,,,1 шт,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
